source,target,relationship,weight
invoice:INV00011,provider:PRV015,ISSUED_BY,1.0
invoice:INV00012,provider:PRV017,ISSUED_BY,1.0
invoice:INV00013,provider:PRV025,ISSUED_BY,1.0
invoice:INV00014,provider:PRV019,ISSUED_BY,1.0
invoice:INV00015,provider:PRV005,ISSUED_BY,1.0
invoice:INV00016,provider:PRV002,ISSUED_BY,1.0
invoice:INV00017,provider:PRV005,ISSUED_BY,1.0
invoice:INV00018,provider:PRV006,ISSUED_BY,1.0
invoice:INV00019,provider:PRV023,ISSUED_BY,1.0
invoice:INV00020,provider:PRV017,ISSUED_BY,1.0
invoice:INV00021,provider:PRV003,ISSUED_BY,1.0
invoice:INV00022,provider:PRV021,ISSUED_BY,1.0
invoice:INV00023,provider:PRV005,ISSUED_BY,1.0
invoice:INV00024,provider:PRV020,ISSUED_BY,1.0
invoice:INV00025,provider:PRV017,ISSUED_BY,1.0
invoice:INV00026,provider:PRV019,ISSUED_BY,1.0
invoice:INV00027,provider:PRV006,ISSUED_BY,1.0
invoice:INV00028,provider:PRV020,ISSUED_BY,1.0
invoice:INV00029,provider:PRV019,ISSUED_BY,1.0
invoice:INV00030,provider:PRV001,ISSUED_BY,1.0
invoice:INV00031,provider:PRV021,ISSUED_BY,1.0
invoice:INV00032,provider:PRV021,ISSUED_BY,1.0
invoice:INV00033,provider:PRV019,ISSUED_BY,1.0
invoice:INV00034,provider:PRV021,ISSUED_BY,1.0
invoice:INV00035,provider:PRV021,ISSUED_BY,1.0
invoice:INV00036,provider:PRV021,ISSUED_BY,1.0
invoice:INV00037,provider:PRV008,ISSUED_BY,1.0
invoice:INV00038,provider:PRV015,ISSUED_BY,1.0
invoice:INV00039,provider:PRV002,ISSUED_BY,1.0
invoice:INV00040,provider:PRV014,ISSUED_BY,1.0
invoice:INV00041,provider:PRV007,ISSUED_BY,1.0
invoice:INV00042,provider:PRV005,ISSUED_BY,1.0
invoice:INV00043,provider:PRV023,ISSUED_BY,1.0
invoice:INV00044,provider:PRV012,ISSUED_BY,1.0
invoice:INV00045,provider:PRV025,ISSUED_BY,1.0
invoice:INV00046,provider:PRV018,ISSUED_BY,1.0
invoice:INV00047,provider:PRV008,ISSUED_BY,1.0
invoice:INV00048,provider:PRV009,ISSUED_BY,1.0
invoice:INV00049,provider:PRV005,ISSUED_BY,1.0
invoice:INV00050,provider:PRV010,ISSUED_BY,1.0
invoice:INV00051,provider:PRV020,ISSUED_BY,1.0
invoice:INV00052,provider:PRV006,ISSUED_BY,1.0
invoice:INV00053,provider:PRV019,ISSUED_BY,1.0
invoice:INV00054,provider:PRV025,ISSUED_BY,1.0
invoice:INV00055,provider:PRV017,ISSUED_BY,1.0
invoice:INV00056,provider:PRV010,ISSUED_BY,1.0
invoice:INV00057,provider:PRV003,ISSUED_BY,1.0
invoice:INV00058,provider:PRV015,ISSUED_BY,1.0
invoice:INV00059,provider:PRV019,ISSUED_BY,1.0
invoice:INV00060,provider:PRV002,ISSUED_BY,1.0
invoice:INV00061,provider:PRV020,ISSUED_BY,1.0
invoice:INV00062,provider:PRV016,ISSUED_BY,1.0
invoice:INV00063,provider:PRV001,ISSUED_BY,1.0
invoice:INV00064,provider:PRV005,ISSUED_BY,1.0
invoice:INV00065,provider:PRV012,ISSUED_BY,1.0
invoice:INV00066,provider:PRV002,ISSUED_BY,1.0
invoice:INV00067,provider:PRV019,ISSUED_BY,1.0
invoice:INV00068,provider:PRV012,ISSUED_BY,1.0
invoice:INV00069,provider:PRV003,ISSUED_BY,1.0
invoice:INV00070,provider:PRV015,ISSUED_BY,1.0
invoice:INV00071,provider:PRV020,ISSUED_BY,1.0
invoice:INV00072,provider:PRV005,ISSUED_BY,1.0
invoice:INV00073,provider:PRV012,ISSUED_BY,1.0
invoice:INV00074,provider:PRV012,ISSUED_BY,1.0
invoice:INV00075,provider:PRV020,ISSUED_BY,1.0
invoice:INV00076,provider:PRV017,ISSUED_BY,1.0
invoice:INV00077,provider:PRV002,ISSUED_BY,1.0
invoice:INV00078,provider:PRV011,ISSUED_BY,1.0
invoice:INV00079,provider:PRV015,ISSUED_BY,1.0
invoice:INV00080,provider:PRV017,ISSUED_BY,1.0
invoice:INV00081,provider:PRV020,ISSUED_BY,1.0
invoice:INV00082,provider:PRV013,ISSUED_BY,1.0
invoice:INV00083,provider:PRV010,ISSUED_BY,1.0
invoice:INV00084,provider:PRV017,ISSUED_BY,1.0
invoice:INV00085,provider:PRV016,ISSUED_BY,1.0
invoice:INV00086,provider:PRV016,ISSUED_BY,1.0
invoice:INV00087,provider:PRV011,ISSUED_BY,1.0
invoice:INV00088,provider:PRV014,ISSUED_BY,1.0
invoice:INV00089,provider:PRV024,ISSUED_BY,1.0
invoice:INV00090,provider:PRV020,ISSUED_BY,1.0
invoice:INV00091,provider:PRV021,ISSUED_BY,1.0
invoice:INV00092,provider:PRV008,ISSUED_BY,1.0
invoice:INV00093,provider:PRV016,ISSUED_BY,1.0
invoice:INV00094,provider:PRV021,ISSUED_BY,1.0
invoice:INV00095,provider:PRV013,ISSUED_BY,1.0
invoice:INV00096,provider:PRV022,ISSUED_BY,1.0
invoice:INV00097,provider:PRV019,ISSUED_BY,1.0
invoice:INV00098,provider:PRV001,ISSUED_BY,1.0
invoice:INV00099,provider:PRV014,ISSUED_BY,1.0
invoice:INV00100,provider:PRV023,ISSUED_BY,1.0
invoice:INV00101,provider:PRV017,ISSUED_BY,1.0
invoice:INV00102,provider:PRV016,ISSUED_BY,1.0
invoice:INV00103,provider:PRV005,ISSUED_BY,1.0
invoice:INV00104,provider:PRV018,ISSUED_BY,1.0
invoice:INV00105,provider:PRV016,ISSUED_BY,1.0
invoice:INV00106,provider:PRV011,ISSUED_BY,1.0
invoice:INV00107,provider:PRV018,ISSUED_BY,1.0
invoice:INV00108,provider:PRV012,ISSUED_BY,1.0
invoice:INV00109,provider:PRV023,ISSUED_BY,1.0
invoice:INV00110,provider:PRV016,ISSUED_BY,1.0
invoice:INV00111,provider:PRV008,ISSUED_BY,1.0
invoice:INV00112,provider:PRV010,ISSUED_BY,1.0
invoice:INV00113,provider:PRV010,ISSUED_BY,1.0
invoice:INV00114,provider:PRV007,ISSUED_BY,1.0
invoice:INV00115,provider:PRV016,ISSUED_BY,1.0
invoice:INV00116,provider:PRV024,ISSUED_BY,1.0
invoice:INV00117,provider:PRV004,ISSUED_BY,1.0
invoice:INV00118,provider:PRV018,ISSUED_BY,1.0
invoice:INV00119,provider:PRV013,ISSUED_BY,1.0
invoice:INV00120,provider:PRV025,ISSUED_BY,1.0
invoice:INV00121,provider:PRV002,ISSUED_BY,1.0
invoice:INV00122,provider:PRV023,ISSUED_BY,1.0
invoice:INV00123,provider:PRV015,ISSUED_BY,1.0
invoice:INV00124,provider:PRV024,ISSUED_BY,1.0
invoice:INV00125,provider:PRV007,ISSUED_BY,1.0
invoice:INV00126,provider:PRV018,ISSUED_BY,1.0
invoice:INV00127,provider:PRV004,ISSUED_BY,1.0
invoice:INV00128,provider:PRV019,ISSUED_BY,1.0
invoice:INV00129,provider:PRV002,ISSUED_BY,1.0
invoice:INV00130,provider:PRV021,ISSUED_BY,1.0
invoice:INV00131,provider:PRV004,ISSUED_BY,1.0
invoice:INV00132,provider:PRV023,ISSUED_BY,1.0
invoice:INV00133,provider:PRV022,ISSUED_BY,1.0
invoice:INV00134,provider:PRV018,ISSUED_BY,1.0
invoice:INV00135,provider:PRV021,ISSUED_BY,1.0
invoice:INV00136,provider:PRV021,ISSUED_BY,1.0
invoice:INV00137,provider:PRV010,ISSUED_BY,1.0
invoice:INV00138,provider:PRV021,ISSUED_BY,1.0
invoice:INV00139,provider:PRV025,ISSUED_BY,1.0
invoice:INV00140,provider:PRV019,ISSUED_BY,1.0
invoice:INV00141,provider:PRV024,ISSUED_BY,1.0
invoice:INV00142,provider:PRV006,ISSUED_BY,1.0
invoice:INV00143,provider:PRV006,ISSUED_BY,1.0
invoice:INV00144,provider:PRV013,ISSUED_BY,1.0
invoice:INV00145,provider:PRV024,ISSUED_BY,1.0
invoice:INV00146,provider:PRV002,ISSUED_BY,1.0
invoice:INV00147,provider:PRV019,ISSUED_BY,1.0
invoice:INV00148,provider:PRV011,ISSUED_BY,1.0
invoice:INV00149,provider:PRV021,ISSUED_BY,1.0
invoice:INV00150,provider:PRV016,ISSUED_BY,1.0
invoice:INV00151,provider:PRV017,ISSUED_BY,1.0
invoice:INV00152,provider:PRV007,ISSUED_BY,1.0
invoice:INV00153,provider:PRV006,ISSUED_BY,1.0
invoice:INV00154,provider:PRV009,ISSUED_BY,1.0
invoice:INV00155,provider:PRV024,ISSUED_BY,1.0
invoice:INV00156,provider:PRV010,ISSUED_BY,1.0
invoice:INV00157,provider:PRV025,ISSUED_BY,1.0
invoice:INV00158,provider:PRV020,ISSUED_BY,1.0
invoice:INV00159,provider:PRV013,ISSUED_BY,1.0
invoice:INV00160,provider:PRV011,ISSUED_BY,1.0
invoice:INV00161,provider:PRV022,ISSUED_BY,1.0
invoice:INV00162,provider:PRV005,ISSUED_BY,1.0
invoice:INV00163,provider:PRV008,ISSUED_BY,1.0
invoice:INV00164,provider:PRV013,ISSUED_BY,1.0
invoice:INV00165,provider:PRV025,ISSUED_BY,1.0
invoice:INV00166,provider:PRV011,ISSUED_BY,1.0
invoice:INV00167,provider:PRV024,ISSUED_BY,1.0
invoice:INV00168,provider:PRV009,ISSUED_BY,1.0
invoice:INV00169,provider:PRV023,ISSUED_BY,1.0
invoice:INV00170,provider:PRV022,ISSUED_BY,1.0
invoice:INV00171,provider:PRV010,ISSUED_BY,1.0
invoice:INV00172,provider:PRV022,ISSUED_BY,1.0
invoice:INV00173,provider:PRV023,ISSUED_BY,1.0
invoice:INV00174,provider:PRV004,ISSUED_BY,1.0
invoice:INV00175,provider:PRV010,ISSUED_BY,1.0
invoice:INV00176,provider:PRV008,ISSUED_BY,1.0
invoice:INV00177,provider:PRV005,ISSUED_BY,1.0
invoice:INV00178,provider:PRV015,ISSUED_BY,1.0
invoice:INV00179,provider:PRV014,ISSUED_BY,1.0
invoice:INV00180,provider:PRV016,ISSUED_BY,1.0
invoice:INV00181,provider:PRV022,ISSUED_BY,1.0
invoice:INV00182,provider:PRV008,ISSUED_BY,1.0
invoice:INV00183,provider:PRV003,ISSUED_BY,1.0
invoice:INV00184,provider:PRV017,ISSUED_BY,1.0
invoice:INV00185,provider:PRV019,ISSUED_BY,1.0
invoice:INV00186,provider:PRV018,ISSUED_BY,1.0
invoice:INV00187,provider:PRV019,ISSUED_BY,1.0
invoice:INV00188,provider:PRV006,ISSUED_BY,1.0
invoice:INV00189,provider:PRV017,ISSUED_BY,1.0
invoice:INV00190,provider:PRV022,ISSUED_BY,1.0
invoice:INV00191,provider:PRV019,ISSUED_BY,1.0
invoice:INV00192,provider:PRV017,ISSUED_BY,1.0
invoice:INV00193,provider:PRV002,ISSUED_BY,1.0
invoice:INV00194,provider:PRV017,ISSUED_BY,1.0
invoice:INV00195,provider:PRV019,ISSUED_BY,1.0
invoice:INV00196,provider:PRV015,ISSUED_BY,1.0
invoice:INV00197,provider:PRV001,ISSUED_BY,1.0
invoice:INV00198,provider:PRV001,ISSUED_BY,1.0
invoice:INV00199,provider:PRV003,ISSUED_BY,1.0
invoice:INV00200,provider:PRV012,ISSUED_BY,1.0
invoice:INV00201,provider:PRV002,ISSUED_BY,1.0
invoice:INV00202,provider:PRV016,ISSUED_BY,1.0
invoice:INV00203,provider:PRV014,ISSUED_BY,1.0
invoice:INV00204,provider:PRV005,ISSUED_BY,1.0
invoice:INV00205,provider:PRV024,ISSUED_BY,1.0
invoice:INV00206,provider:PRV014,ISSUED_BY,1.0
invoice:INV00207,provider:PRV013,ISSUED_BY,1.0
invoice:INV00208,provider:PRV013,ISSUED_BY,1.0
invoice:INV00209,provider:PRV022,ISSUED_BY,1.0
invoice:INV00210,provider:PRV021,ISSUED_BY,1.0
invoice:INV00211,provider:PRV006,ISSUED_BY,1.0
invoice:INV00212,provider:PRV017,ISSUED_BY,1.0
invoice:INV00213,provider:PRV008,ISSUED_BY,1.0
invoice:INV00214,provider:PRV001,ISSUED_BY,1.0
invoice:INV00215,provider:PRV022,ISSUED_BY,1.0
invoice:INV00216,provider:PRV018,ISSUED_BY,1.0
invoice:INV00217,provider:PRV008,ISSUED_BY,1.0
invoice:INV00218,provider:PRV012,ISSUED_BY,1.0
invoice:INV00219,provider:PRV007,ISSUED_BY,1.0
invoice:INV00220,provider:PRV022,ISSUED_BY,1.0
claimant:CLT0099,claim:CLM00001,FILED,1.0
claim:CLM00001,policy:POL0005,COVERED_BY,1.0
claim:CLM00001,vehicle:VEH0062,ASSOCIATED_WITH,1.0
claim:CLM00001,provider:PRV007,INVOLVES,1.0
claim:CLM00001,invoice:INV00018,HAS,1.0
claim:CLM00001,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0052,claim:CLM00002,FILED,1.0
claim:CLM00002,policy:POL0113,COVERED_BY,1.0
claim:CLM00002,vehicle:VEH0060,ASSOCIATED_WITH,1.0
claim:CLM00002,provider:PRV018,INVOLVES,1.0
claim:CLM00002,invoice:INV00056,HAS,1.0
claim:CLM00002,location:surat,OCCURRED_AT,1.0
claimant:CLT0030,claim:CLM00003,FILED,1.0
claim:CLM00003,policy:POL0082,COVERED_BY,1.0
claim:CLM00003,vehicle:VEH0083,ASSOCIATED_WITH,1.0
claim:CLM00003,provider:PRV008,INVOLVES,1.0
claim:CLM00003,invoice:INV00078,HAS,1.0
claim:CLM00003,location:pune,OCCURRED_AT,1.0
claimant:CLT0053,claim:CLM00004,FILED,1.0
claim:CLM00004,policy:POL0077,COVERED_BY,1.0
claim:CLM00004,vehicle:VEH0071,ASSOCIATED_WITH,1.0
claim:CLM00004,provider:PRV002,INVOLVES,1.0
claim:CLM00004,invoice:INV00143,HAS,1.0
claim:CLM00004,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0072,claim:CLM00005,FILED,1.0
claim:CLM00005,policy:POL0127,COVERED_BY,1.0
claim:CLM00005,vehicle:VEH0013,ASSOCIATED_WITH,1.0
claim:CLM00005,provider:PRV012,INVOLVES,1.0
claim:CLM00005,invoice:INV00165,HAS,1.0
claim:CLM00005,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0053,claim:CLM00006,FILED,1.0
claim:CLM00006,policy:POL0039,COVERED_BY,1.0
claim:CLM00006,vehicle:VEH0077,ASSOCIATED_WITH,1.0
claim:CLM00006,provider:PRV013,INVOLVES,1.0
claim:CLM00006,invoice:INV00048,HAS,1.0
claim:CLM00006,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0110,claim:CLM00007,FILED,1.0
claim:CLM00007,policy:POL0037,COVERED_BY,1.0
claim:CLM00007,vehicle:VEH0119,ASSOCIATED_WITH,1.0
claim:CLM00007,provider:PRV002,INVOLVES,1.0
claim:CLM00007,invoice:INV00144,HAS,1.0
claim:CLM00007,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0032,claim:CLM00008,FILED,1.0
claim:CLM00008,policy:POL0066,COVERED_BY,1.0
claim:CLM00008,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00008,provider:PRV011,INVOLVES,1.0
claim:CLM00008,invoice:INV00166,HAS,1.0
claim:CLM00008,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0069,claim:CLM00009,FILED,1.0
claim:CLM00009,policy:POL0049,COVERED_BY,1.0
claim:CLM00009,vehicle:VEH0014,ASSOCIATED_WITH,1.0
claim:CLM00009,provider:PRV009,INVOLVES,1.0
claim:CLM00009,invoice:INV00097,HAS,1.0
claim:CLM00009,location:delhi,OCCURRED_AT,1.0
claimant:CLT0103,claim:CLM00010,FILED,1.0
claim:CLM00010,policy:POL0056,COVERED_BY,1.0
claim:CLM00010,vehicle:VEH0123,ASSOCIATED_WITH,1.0
claim:CLM00010,provider:PRV007,INVOLVES,1.0
claim:CLM00010,invoice:INV00086,HAS,1.0
claim:CLM00010,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0118,claim:CLM00011,FILED,1.0
claim:CLM00011,policy:POL0063,COVERED_BY,1.0
claim:CLM00011,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00011,provider:PRV013,INVOLVES,1.0
claim:CLM00011,invoice:INV00062,HAS,1.0
claim:CLM00011,location:delhi,OCCURRED_AT,1.0
claimant:CLT0069,claim:CLM00012,FILED,1.0
claim:CLM00012,policy:POL0092,COVERED_BY,1.0
claim:CLM00012,vehicle:VEH0079,ASSOCIATED_WITH,1.0
claim:CLM00012,provider:PRV009,INVOLVES,1.0
claim:CLM00012,invoice:INV00093,HAS,1.0
claim:CLM00012,location:delhi,OCCURRED_AT,1.0
claimant:CLT0098,claim:CLM00013,FILED,1.0
claim:CLM00013,policy:POL0082,COVERED_BY,1.0
claim:CLM00013,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00013,provider:PRV012,INVOLVES,1.0
claim:CLM00013,invoice:INV00081,HAS,1.0
claim:CLM00013,location:surat,OCCURRED_AT,1.0
claimant:CLT0003,claim:CLM00014,FILED,1.0
claim:CLM00014,policy:POL0067,COVERED_BY,1.0
claim:CLM00014,vehicle:VEH0107,ASSOCIATED_WITH,1.0
claim:CLM00014,provider:PRV010,INVOLVES,1.0
claim:CLM00014,invoice:INV00040,HAS,1.0
claim:CLM00014,location:delhi,OCCURRED_AT,1.0
claimant:CLT0064,claim:CLM00015,FILED,1.0
claim:CLM00015,policy:POL0087,COVERED_BY,1.0
claim:CLM00015,vehicle:VEH0066,ASSOCIATED_WITH,1.0
claim:CLM00015,provider:PRV025,INVOLVES,1.0
claim:CLM00015,invoice:INV00211,HAS,1.0
claim:CLM00015,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0022,claim:CLM00016,FILED,1.0
claim:CLM00016,policy:POL0091,COVERED_BY,1.0
claim:CLM00016,vehicle:VEH0044,ASSOCIATED_WITH,1.0
claim:CLM00016,provider:PRV005,INVOLVES,1.0
claim:CLM00016,invoice:INV00185,HAS,1.0
claim:CLM00016,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0068,claim:CLM00017,FILED,1.0
claim:CLM00017,policy:POL0009,COVERED_BY,1.0
claim:CLM00017,vehicle:VEH0020,ASSOCIATED_WITH,1.0
claim:CLM00017,provider:PRV022,INVOLVES,1.0
claim:CLM00017,invoice:INV00013,HAS,1.0
claim:CLM00017,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0091,claim:CLM00018,FILED,1.0
claim:CLM00018,policy:POL0039,COVERED_BY,1.0
claim:CLM00018,vehicle:VEH0003,ASSOCIATED_WITH,1.0
claim:CLM00018,provider:PRV007,INVOLVES,1.0
claim:CLM00018,invoice:INV00130,HAS,1.0
claim:CLM00018,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0085,claim:CLM00019,FILED,1.0
claim:CLM00019,policy:POL0125,COVERED_BY,1.0
claim:CLM00019,vehicle:VEH0005,ASSOCIATED_WITH,1.0
claim:CLM00019,provider:PRV001,INVOLVES,1.0
claim:CLM00019,invoice:INV00137,HAS,1.0
claim:CLM00019,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0003,claim:CLM00020,FILED,1.0
claim:CLM00020,policy:POL0129,COVERED_BY,1.0
claim:CLM00020,vehicle:VEH0111,ASSOCIATED_WITH,1.0
claim:CLM00020,provider:PRV006,INVOLVES,1.0
claim:CLM00020,invoice:INV00028,HAS,1.0
claim:CLM00020,location:delhi,OCCURRED_AT,1.0
claimant:CLT0080,claim:CLM00021,FILED,1.0
claim:CLM00021,policy:POL0135,COVERED_BY,1.0
claim:CLM00021,vehicle:VEH0065,ASSOCIATED_WITH,1.0
claim:CLM00021,provider:PRV012,INVOLVES,1.0
claim:CLM00021,invoice:INV00069,HAS,1.0
claim:CLM00021,location:delhi,OCCURRED_AT,1.0
claimant:CLT0090,claim:CLM00022,FILED,1.0
claim:CLM00022,policy:POL0058,COVERED_BY,1.0
claim:CLM00022,vehicle:VEH0077,ASSOCIATED_WITH,1.0
claim:CLM00022,provider:PRV022,INVOLVES,1.0
claim:CLM00022,invoice:INV00212,HAS,1.0
claim:CLM00022,location:delhi,OCCURRED_AT,1.0
claimant:CLT0052,claim:CLM00023,FILED,1.0
claim:CLM00023,policy:POL0098,COVERED_BY,1.0
claim:CLM00023,vehicle:VEH0097,ASSOCIATED_WITH,1.0
claim:CLM00023,provider:PRV018,INVOLVES,1.0
claim:CLM00023,invoice:INV00122,HAS,1.0
claim:CLM00023,location:surat,OCCURRED_AT,1.0
claimant:CLT0073,claim:CLM00024,FILED,1.0
claim:CLM00024,policy:POL0025,COVERED_BY,1.0
claim:CLM00024,vehicle:VEH0011,ASSOCIATED_WITH,1.0
claim:CLM00024,provider:PRV008,INVOLVES,1.0
claim:CLM00024,invoice:INV00055,HAS,1.0
claim:CLM00024,location:pune,OCCURRED_AT,1.0
claimant:CLT0035,claim:CLM00025,FILED,1.0
claim:CLM00025,policy:POL0012,COVERED_BY,1.0
claim:CLM00025,vehicle:VEH0020,ASSOCIATED_WITH,1.0
claim:CLM00025,provider:PRV022,INVOLVES,1.0
claim:CLM00025,invoice:INV00072,HAS,1.0
claim:CLM00025,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0119,claim:CLM00026,FILED,1.0
claim:CLM00026,policy:POL0081,COVERED_BY,1.0
claim:CLM00026,vehicle:VEH0005,ASSOCIATED_WITH,1.0
claim:CLM00026,provider:PRV007,INVOLVES,1.0
claim:CLM00026,invoice:INV00151,HAS,1.0
claim:CLM00026,location:pune,OCCURRED_AT,1.0
claimant:CLT0039,claim:CLM00027,FILED,1.0
claim:CLM00027,policy:POL0042,COVERED_BY,1.0
claim:CLM00027,vehicle:VEH0062,ASSOCIATED_WITH,1.0
claim:CLM00027,provider:PRV019,INVOLVES,1.0
claim:CLM00027,invoice:INV00214,HAS,1.0
claim:CLM00027,location:pune,OCCURRED_AT,1.0
claimant:CLT0050,claim:CLM00028,FILED,1.0
claim:CLM00028,policy:POL0036,COVERED_BY,1.0
claim:CLM00028,vehicle:VEH0021,ASSOCIATED_WITH,1.0
claim:CLM00028,provider:PRV017,INVOLVES,1.0
claim:CLM00028,invoice:INV00191,HAS,1.0
claim:CLM00028,location:pune,OCCURRED_AT,1.0
claimant:CLT0100,claim:CLM00029,FILED,1.0
claim:CLM00029,policy:POL0084,COVERED_BY,1.0
claim:CLM00029,vehicle:VEH0008,ASSOCIATED_WITH,1.0
claim:CLM00029,provider:PRV021,INVOLVES,1.0
claim:CLM00029,invoice:INV00070,HAS,1.0
claim:CLM00029,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0056,claim:CLM00030,FILED,1.0
claim:CLM00030,policy:POL0048,COVERED_BY,1.0
claim:CLM00030,vehicle:VEH0098,ASSOCIATED_WITH,1.0
claim:CLM00030,provider:PRV003,INVOLVES,1.0
claim:CLM00030,invoice:INV00198,HAS,1.0
claim:CLM00030,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0035,claim:CLM00031,FILED,1.0
claim:CLM00031,policy:POL0040,COVERED_BY,1.0
claim:CLM00031,vehicle:VEH0098,ASSOCIATED_WITH,1.0
claim:CLM00031,provider:PRV023,INVOLVES,1.0
claim:CLM00031,invoice:INV00201,HAS,1.0
claim:CLM00031,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0014,claim:CLM00032,FILED,1.0
claim:CLM00032,policy:POL0024,COVERED_BY,1.0
claim:CLM00032,vehicle:VEH0002,ASSOCIATED_WITH,1.0
claim:CLM00032,provider:PRV010,INVOLVES,1.0
claim:CLM00032,invoice:INV00114,HAS,1.0
claim:CLM00032,location:pune,OCCURRED_AT,1.0
claimant:CLT0024,claim:CLM00033,FILED,1.0
claim:CLM00033,policy:POL0111,COVERED_BY,1.0
claim:CLM00033,vehicle:VEH0115,ASSOCIATED_WITH,1.0
claim:CLM00033,provider:PRV018,INVOLVES,1.0
claim:CLM00033,invoice:INV00143,HAS,1.0
claim:CLM00033,location:surat,OCCURRED_AT,1.0
claimant:CLT0111,claim:CLM00034,FILED,1.0
claim:CLM00034,policy:POL0099,COVERED_BY,1.0
claim:CLM00034,vehicle:VEH0004,ASSOCIATED_WITH,1.0
claim:CLM00034,provider:PRV010,INVOLVES,1.0
claim:CLM00034,invoice:INV00106,HAS,1.0
claim:CLM00034,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0088,claim:CLM00035,FILED,1.0
claim:CLM00035,policy:POL0098,COVERED_BY,1.0
claim:CLM00035,vehicle:VEH0044,ASSOCIATED_WITH,1.0
claim:CLM00035,provider:PRV005,INVOLVES,1.0
claim:CLM00035,invoice:INV00069,HAS,1.0
claim:CLM00035,location:surat,OCCURRED_AT,1.0
claimant:CLT0056,claim:CLM00036,FILED,1.0
claim:CLM00036,policy:POL0071,COVERED_BY,1.0
claim:CLM00036,vehicle:VEH0108,ASSOCIATED_WITH,1.0
claim:CLM00036,provider:PRV010,INVOLVES,1.0
claim:CLM00036,invoice:INV00124,HAS,1.0
claim:CLM00036,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0077,claim:CLM00037,FILED,1.0
claim:CLM00037,policy:POL0051,COVERED_BY,1.0
claim:CLM00037,vehicle:VEH0118,ASSOCIATED_WITH,1.0
claim:CLM00037,provider:PRV004,INVOLVES,1.0
claim:CLM00037,invoice:INV00035,HAS,1.0
claim:CLM00037,location:pune,OCCURRED_AT,1.0
claimant:CLT0103,claim:CLM00038,FILED,1.0
claim:CLM00038,policy:POL0085,COVERED_BY,1.0
claim:CLM00038,vehicle:VEH0113,ASSOCIATED_WITH,1.0
claim:CLM00038,provider:PRV011,INVOLVES,1.0
claim:CLM00038,invoice:INV00111,HAS,1.0
claim:CLM00038,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0039,claim:CLM00039,FILED,1.0
claim:CLM00039,policy:POL0083,COVERED_BY,1.0
claim:CLM00039,vehicle:VEH0052,ASSOCIATED_WITH,1.0
claim:CLM00039,provider:PRV016,INVOLVES,1.0
claim:CLM00039,invoice:INV00081,HAS,1.0
claim:CLM00039,location:pune,OCCURRED_AT,1.0
claimant:CLT0074,claim:CLM00040,FILED,1.0
claim:CLM00040,policy:POL0063,COVERED_BY,1.0
claim:CLM00040,vehicle:VEH0084,ASSOCIATED_WITH,1.0
claim:CLM00040,provider:PRV013,INVOLVES,1.0
claim:CLM00040,invoice:INV00072,HAS,1.0
claim:CLM00040,location:surat,OCCURRED_AT,1.0
claimant:CLT0076,claim:CLM00041,FILED,1.0
claim:CLM00041,policy:POL0140,COVERED_BY,1.0
claim:CLM00041,vehicle:VEH0047,ASSOCIATED_WITH,1.0
claim:CLM00041,provider:PRV022,INVOLVES,1.0
claim:CLM00041,invoice:INV00197,HAS,1.0
claim:CLM00041,location:delhi,OCCURRED_AT,1.0
claimant:CLT0057,claim:CLM00042,FILED,1.0
claim:CLM00042,policy:POL0075,COVERED_BY,1.0
claim:CLM00042,vehicle:VEH0018,ASSOCIATED_WITH,1.0
claim:CLM00042,provider:PRV014,INVOLVES,1.0
claim:CLM00042,invoice:INV00173,HAS,1.0
claim:CLM00042,location:pune,OCCURRED_AT,1.0
claimant:CLT0085,claim:CLM00043,FILED,1.0
claim:CLM00043,policy:POL0040,COVERED_BY,1.0
claim:CLM00043,vehicle:VEH0109,ASSOCIATED_WITH,1.0
claim:CLM00043,provider:PRV013,INVOLVES,1.0
claim:CLM00043,invoice:INV00019,HAS,1.0
claim:CLM00043,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0070,claim:CLM00044,FILED,1.0
claim:CLM00044,policy:POL0010,COVERED_BY,1.0
claim:CLM00044,vehicle:VEH0093,ASSOCIATED_WITH,1.0
