node_id,node_type,source_id,attributes
claim:CLM00129,Claim,CLM00129,"{""claim_amount"": 67389, ""claim_date"": ""2026-01-20"", ""claim_type"": ""Fire"", ""description"": ""Claim description 129"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00130,Claim,CLM00130,"{""claim_amount"": 59967, ""claim_date"": ""2026-03-09"", ""claim_type"": ""Accident"", ""description"": ""Claim description 130"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00131,Claim,CLM00131,"{""claim_amount"": 197042, ""claim_date"": ""2026-04-23"", ""claim_type"": ""Theft"", ""description"": ""Claim description 131"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00132,Claim,CLM00132,"{""claim_amount"": 222266, ""claim_date"": ""2026-01-26"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 132"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00133,Claim,CLM00133,"{""claim_amount"": 88549, ""claim_date"": ""2026-01-06"", ""claim_type"": ""Accident"", ""description"": ""Claim description 133"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00134,Claim,CLM00134,"{""claim_amount"": 148404, ""claim_date"": ""2026-01-20"", ""claim_type"": ""Accident"", ""description"": ""Claim description 134"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00135,Claim,CLM00135,"{""claim_amount"": 164204, ""claim_date"": ""2026-02-12"", ""claim_type"": ""Theft"", ""description"": ""Claim description 135"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00136,Claim,CLM00136,"{""claim_amount"": 150257, ""claim_date"": ""2026-06-28"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 136"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00137,Claim,CLM00137,"{""claim_amount"": 107996, ""claim_date"": ""2026-01-13"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 137"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00138,Claim,CLM00138,"{""claim_amount"": 220979, ""claim_date"": ""2026-03-17"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 138"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00139,Claim,CLM00139,"{""claim_amount"": 81496, ""claim_date"": ""2026-06-13"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 139"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00140,Claim,CLM00140,"{""claim_amount"": 28890, ""claim_date"": ""2026-03-09"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 140"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00141,Claim,CLM00141,"{""claim_amount"": 74021, ""claim_date"": ""2026-01-12"", ""claim_type"": ""Fire"", ""description"": ""Claim description 141"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00142,Claim,CLM00142,"{""claim_amount"": 179972, ""claim_date"": ""2026-06-28"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 142"", ""fraud_label"": 1, ""status"": ""Rejected""}"
claim:CLM00143,Claim,CLM00143,"{""claim_amount"": 114741, ""claim_date"": ""2026-05-14"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 143"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00144,Claim,CLM00144,"{""claim_amount"": 14103, ""claim_date"": ""2026-07-02"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 144"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00145,Claim,CLM00145,"{""claim_amount"": 299077, ""claim_date"": ""2026-07-26"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 145"", ""fraud_label"": 1, ""status"": ""Under Review""}"
claim:CLM00146,Claim,CLM00146,"{""claim_amount"": 224164, ""claim_date"": ""2026-08-23"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 146"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00147,Claim,CLM00147,"{""claim_amount"": 168330, ""claim_date"": ""2026-06-29"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 147"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00148,Claim,CLM00148,"{""claim_amount"": 203804, ""claim_date"": ""2026-05-30"", ""claim_type"": ""Accident"", ""description"": ""Claim description 148"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00149,Claim,CLM00149,"{""claim_amount"": 112712, ""claim_date"": ""2026-08-13"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 149"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00150,Claim,CLM00150,"{""claim_amount"": 164555, ""claim_date"": ""2026-06-08"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 150"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00151,Claim,CLM00151,"{""claim_amount"": 246391, ""claim_date"": ""2026-05-02"", ""claim_type"": ""Fire"", ""description"": ""Claim description 151"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00152,Claim,CLM00152,"{""claim_amount"": 229981, ""claim_date"": ""2026-05-06"", ""claim_type"": ""Accident"", ""description"": ""Claim description 152"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00153,Claim,CLM00153,"{""claim_amount"": 75626, ""claim_date"": ""2026-03-24"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 153"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00154,Claim,CLM00154,"{""claim_amount"": 204096, ""claim_date"": ""2026-05-05"", ""claim_type"": ""Fire"", ""description"": ""Claim description 154"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00155,Claim,CLM00155,"{""claim_amount"": 110744, ""claim_date"": ""2026-05-10"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 155"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00156,Claim,CLM00156,"{""claim_amount"": 172195, ""claim_date"": ""2026-01-09"", ""claim_type"": ""Fire"", ""description"": ""Claim description 156"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00157,Claim,CLM00157,"{""claim_amount"": 37472, ""claim_date"": ""2026-08-25"", ""claim_type"": ""Theft"", ""description"": ""Claim description 157"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00158,Claim,CLM00158,"{""claim_amount"": 96687, ""claim_date"": ""2026-05-22"", ""claim_type"": ""Fire"", ""description"": ""Claim description 158"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00159,Claim,CLM00159,"{""claim_amount"": 155014, ""claim_date"": ""2026-08-07"", ""claim_type"": ""Theft"", ""description"": ""Claim description 159"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00160,Claim,CLM00160,"{""claim_amount"": 139553, ""claim_date"": ""2026-04-15"", ""claim_type"": ""Accident"", ""description"": ""Claim description 160"", ""fraud_label"": 1, ""status"": ""Rejected""}"
claim:CLM00161,Claim,CLM00161,"{""claim_amount"": 63659, ""claim_date"": ""2026-01-03"", ""claim_type"": ""Fire"", ""description"": ""Claim description 161"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00162,Claim,CLM00162,"{""claim_amount"": 127342, ""claim_date"": ""2026-02-25"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 162"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00163,Claim,CLM00163,"{""claim_amount"": 226061, ""claim_date"": ""2026-09-05"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 163"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00164,Claim,CLM00164,"{""claim_amount"": 172928, ""claim_date"": ""2026-03-12"", ""claim_type"": ""Fire"", ""description"": ""Claim description 164"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00165,Claim,CLM00165,"{""claim_amount"": 67993, ""claim_date"": ""2026-07-15"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 165"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00166,Claim,CLM00166,"{""claim_amount"": 135383, ""claim_date"": ""2026-06-17"", ""claim_type"": ""Fire"", ""description"": ""Claim description 166"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00167,Claim,CLM00167,"{""claim_amount"": 218913, ""claim_date"": ""2026-05-27"", ""claim_type"": ""Theft"", ""description"": ""Claim description 167"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00168,Claim,CLM00168,"{""claim_amount"": 225368, ""claim_date"": ""2026-02-13"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 168"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00169,Claim,CLM00169,"{""claim_amount"": 195103, ""claim_date"": ""2026-03-08"", ""claim_type"": ""Theft"", ""description"": ""Claim description 169"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00170,Claim,CLM00170,"{""claim_amount"": 233440, ""claim_date"": ""2026-07-10"", ""claim_type"": ""Fire"", ""description"": ""Claim description 170"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00171,Claim,CLM00171,"{""claim_amount"": 232119, ""claim_date"": ""2026-01-14"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 171"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00172,Claim,CLM00172,"{""claim_amount"": 143893, ""claim_date"": ""2026-04-08"", ""claim_type"": ""Accident"", ""description"": ""Claim description 172"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00173,Claim,CLM00173,"{""claim_amount"": 242665, ""claim_date"": ""2026-08-17"", ""claim_type"": ""Theft"", ""description"": ""Claim description 173"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00174,Claim,CLM00174,"{""claim_amount"": 51353, ""claim_date"": ""2026-06-11"", ""claim_type"": ""Accident"", ""description"": ""Claim description 174"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00175,Claim,CLM00175,"{""claim_amount"": 156068, ""claim_date"": ""2026-02-13"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 175"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00176,Claim,CLM00176,"{""claim_amount"": 130147, ""claim_date"": ""2026-09-05"", ""claim_type"": ""Accident"", ""description"": ""Claim description 176"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00177,Claim,CLM00177,"{""claim_amount"": 144207, ""claim_date"": ""2026-08-02"", ""claim_type"": ""Accident"", ""description"": ""Claim description 177"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00178,Claim,CLM00178,"{""claim_amount"": 136946, ""claim_date"": ""2026-04-09"", ""claim_type"": ""Theft"", ""description"": ""Claim description 178"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00179,Claim,CLM00179,"{""claim_amount"": 141390, ""claim_date"": ""2026-07-06"", ""claim_type"": ""Fire"", ""description"": ""Claim description 179"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00180,Claim,CLM00180,"{""claim_amount"": 54394, ""claim_date"": ""2026-07-12"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 180"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00181,Claim,CLM00181,"{""claim_amount"": 159584, ""claim_date"": ""2026-01-06"", ""claim_type"": ""Accident"", ""description"": ""Claim description 181"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00182,Claim,CLM00182,"{""claim_amount"": 145177, ""claim_date"": ""2026-07-17"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 182"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00183,Claim,CLM00183,"{""claim_amount"": 114255, ""claim_date"": ""2026-01-30"", ""claim_type"": ""Accident"", ""description"": ""Claim description 183"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00184,Claim,CLM00184,"{""claim_amount"": 7439, ""claim_date"": ""2026-06-11"", ""claim_type"": ""Accident"", ""description"": ""Claim description 184"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00185,Claim,CLM00185,"{""claim_amount"": 147856, ""claim_date"": ""2026-07-04"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 185"", ""fraud_label"": 1, ""status"": ""Under Review""}"
claim:CLM00186,Claim,CLM00186,"{""claim_amount"": 189401, ""claim_date"": ""2026-04-02"", ""claim_type"": ""Theft"", ""description"": ""Claim description 186"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00187,Claim,CLM00187,"{""claim_amount"": 66474, ""claim_date"": ""2026-03-26"", ""claim_type"": ""Accident"", ""description"": ""Claim description 187"", ""fraud_label"": 1, ""status"": ""Rejected""}"
claim:CLM00188,Claim,CLM00188,"{""claim_amount"": 242182, ""claim_date"": ""2026-01-26"", ""claim_type"": ""Theft"", ""description"": ""Claim description 188"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00189,Claim,CLM00189,"{""claim_amount"": 50797, ""claim_date"": ""2026-07-28"", ""claim_type"": ""Fire"", ""description"": ""Claim description 189"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00190,Claim,CLM00190,"{""claim_amount"": 228149, ""claim_date"": ""2026-01-25"", ""claim_type"": ""Accident"", ""description"": ""Claim description 190"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00191,Claim,CLM00191,"{""claim_amount"": 119744, ""claim_date"": ""2026-08-17"", ""claim_type"": ""Fire"", ""description"": ""Claim description 191"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00192,Claim,CLM00192,"{""claim_amount"": 124678, ""claim_date"": ""2026-04-13"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 192"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00193,Claim,CLM00193,"{""claim_amount"": 195424, ""claim_date"": ""2026-06-28"", ""claim_type"": ""Theft"", ""description"": ""Claim description 193"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00194,Claim,CLM00194,"{""claim_amount"": 209253, ""claim_date"": ""2026-04-08"", ""claim_type"": ""Accident"", ""description"": ""Claim description 194"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00195,Claim,CLM00195,"{""claim_amount"": 21603, ""claim_date"": ""2026-01-12"", ""claim_type"": ""Fire"", ""description"": ""Claim description 195"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00196,Claim,CLM00196,"{""claim_amount"": 142128, ""claim_date"": ""2026-05-13"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 196"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00197,Claim,CLM00197,"{""claim_amount"": 173140, ""claim_date"": ""2026-06-23"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 197"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00198,Claim,CLM00198,"{""claim_amount"": 232912, ""claim_date"": ""2026-05-07"", ""claim_type"": ""Fire"", ""description"": ""Claim description 198"", ""fraud_label"": 1, ""status"": ""Under Review""}"
claim:CLM00199,Claim,CLM00199,"{""claim_amount"": 173641, ""claim_date"": ""2026-05-21"", ""claim_type"": ""Theft"", ""description"": ""Claim description 199"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00200,Claim,CLM00200,"{""claim_amount"": 122196, ""claim_date"": ""2026-05-08"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 200"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00201,Claim,CLM00201,"{""claim_amount"": 5044, ""claim_date"": ""2026-05-21"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 201"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00202,Claim,CLM00202,"{""claim_amount"": 94352, ""claim_date"": ""2026-04-27"", ""claim_type"": ""Accident"", ""description"": ""Claim description 202"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00203,Claim,CLM00203,"{""claim_amount"": 162273, ""claim_date"": ""2026-06-08"", ""claim_type"": ""Fire"", ""description"": ""Claim description 203"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00204,Claim,CLM00204,"{""claim_amount"": 222549, ""claim_date"": ""2026-04-01"", ""claim_type"": ""Fire"", ""description"": ""Claim description 204"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00205,Claim,CLM00205,"{""claim_amount"": 220440, ""claim_date"": ""2026-02-05"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 205"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00206,Claim,CLM00206,"{""claim_amount"": 61515, ""claim_date"": ""2026-04-11"", ""claim_type"": ""Theft"", ""description"": ""Claim description 206"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00207,Claim,CLM00207,"{""claim_amount"": 159353, ""claim_date"": ""2026-06-22"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 207"", ""fraud_label"": 1, ""status"": ""Under Review""}"
claim:CLM00208,Claim,CLM00208,"{""claim_amount"": 158385, ""claim_date"": ""2026-08-03"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 208"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00209,Claim,CLM00209,"{""claim_amount"": 162429, ""claim_date"": ""2026-06-18"", ""claim_type"": ""Fire"", ""description"": ""Claim description 209"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00210,Claim,CLM00210,"{""claim_amount"": 82115, ""claim_date"": ""2026-09-06"", ""claim_type"": ""Theft"", ""description"": ""Claim description 210"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00211,Claim,CLM00211,"{""claim_amount"": 87289, ""claim_date"": ""2026-08-09"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 211"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00212,Claim,CLM00212,"{""claim_amount"": 181258, ""claim_date"": ""2026-08-24"", ""claim_type"": ""Theft"", ""description"": ""Claim description 212"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00213,Claim,CLM00213,"{""claim_amount"": 154589, ""claim_date"": ""2026-05-30"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 213"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00214,Claim,CLM00214,"{""claim_amount"": 104842, ""claim_date"": ""2026-01-07"", ""claim_type"": ""Theft"", ""description"": ""Claim description 214"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00215,Claim,CLM00215,"{""claim_amount"": 225038, ""claim_date"": ""2026-02-07"", ""claim_type"": ""Theft"", ""description"": ""Claim description 215"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00216,Claim,CLM00216,"{""claim_amount"": 152294, ""claim_date"": ""2026-07-09"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 216"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00217,Claim,CLM00217,"{""claim_amount"": 247872, ""claim_date"": ""2026-01-13"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 217"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00218,Claim,CLM00218,"{""claim_amount"": 167676, ""claim_date"": ""2026-02-21"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 218"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00219,Claim,CLM00219,"{""claim_amount"": 55724, ""claim_date"": ""2026-09-04"", ""claim_type"": ""Theft"", ""description"": ""Claim description 219"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00220,Claim,CLM00220,"{""claim_amount"": 78167, ""claim_date"": ""2026-04-20"", ""claim_type"": ""Theft"", ""description"": ""Claim description 220"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00221,Claim,CLM00221,"{""claim_amount"": 45581, ""claim_date"": ""2026-07-01"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 221"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00222,Claim,CLM00222,"{""claim_amount"": 24105, ""claim_date"": ""2026-04-02"", ""claim_type"": ""Fire"", ""description"": ""Claim description 222"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00223,Claim,CLM00223,"{""claim_amount"": 147365, ""claim_date"": ""2026-04-17"", ""claim_type"": ""Accident"", ""description"": ""Claim description 223"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00224,Claim,CLM00224,"{""claim_amount"": 62264, ""claim_date"": ""2026-03-17"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 224"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00225,Claim,CLM00225,"{""claim_amount"": 68005, ""claim_date"": ""2026-04-25"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 225"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00226,Claim,CLM00226,"{""claim_amount"": 146619, ""claim_date"": ""2026-03-07"", ""claim_type"": ""Accident"", ""description"": ""Claim description 226"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00227,Claim,CLM00227,"{""claim_amount"": 240479, ""claim_date"": ""2026-03-17"", ""claim_type"": ""Fire"", ""description"": ""Claim description 227"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00228,Claim,CLM00228,"{""claim_amount"": 180724, ""claim_date"": ""2026-02-23"", ""claim_type"": ""Theft"", ""description"": ""Claim description 228"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00229,Claim,CLM00229,"{""claim_amount"": 235329, ""claim_date"": ""2026-06-29"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 229"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00230,Claim,CLM00230,"{""claim_amount"": 186036, ""claim_date"": ""2026-03-26"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 230"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00231,Claim,CLM00231,"{""claim_amount"": 170207, ""claim_date"": ""2026-04-26"", ""claim_type"": ""Fire"", ""description"": ""Claim description 231"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00232,Claim,CLM00232,"{""claim_amount"": 21577, ""claim_date"": ""2026-06-08"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 232"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00233,Claim,CLM00233,"{""claim_amount"": 211278, ""claim_date"": ""2026-03-16"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 233"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00234,Claim,CLM00234,"{""claim_amount"": 13079, ""claim_date"": ""2026-06-19"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 234"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00235,Claim,CLM00235,"{""claim_amount"": 182547, ""claim_date"": ""2026-03-18"", ""claim_type"": ""Fire"", ""description"": ""Claim description 235"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00236,Claim,CLM00236,"{""claim_amount"": 161409, ""claim_date"": ""2026-05-27"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 236"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00237,Claim,CLM00237,"{""claim_amount"": 174327, ""claim_date"": ""2026-08-20"", ""claim_type"": ""Theft"", ""description"": ""Claim description 237"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00238,Claim,CLM00238,"{""claim_amount"": 180892, ""claim_date"": ""2026-02-16"", ""claim_type"": ""Accident"", ""description"": ""Claim description 238"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00239,Claim,CLM00239,"{""claim_amount"": 30743, ""claim_date"": ""2026-03-06"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 239"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00240,Claim,CLM00240,"{""claim_amount"": 31226, ""claim_date"": ""2026-03-02"", ""claim_type"": ""Accident"", ""description"": ""Claim description 240"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00241,Claim,CLM00241,"{""claim_amount"": 85130, ""claim_date"": ""2026-06-18"", ""claim_type"": ""Theft"", ""description"": ""Claim description 241"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00242,Claim,CLM00242,"{""claim_amount"": 69533, ""claim_date"": ""2026-03-22"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 242"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00243,Claim,CLM00243,"{""claim_amount"": 235132, ""claim_date"": ""2026-03-26"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 243"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00244,Claim,CLM00244,"{""claim_amount"": 174227, ""claim_date"": ""2026-02-14"", ""claim_type"": ""Fire"", ""description"": ""Claim description 244"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00245,Claim,CLM00245,"{""claim_amount"": 124883, ""claim_date"": ""2026-08-15"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 245"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00246,Claim,CLM00246,"{""claim_amount"": 147467, ""claim_date"": ""2026-03-08"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 246"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00247,Claim,CLM00247,"{""claim_amount"": 207413, ""claim_date"": ""2026-08-17"", ""claim_type"": ""Fire"", ""description"": ""Claim description 247"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00248,Claim,CLM00248,"{""claim_amount"": 7776, ""claim_date"": ""2026-05-09"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 248"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00249,Claim,CLM00249,"{""claim_amount"": 153467, ""claim_date"": ""2026-02-15"", ""claim_type"": ""Theft"", ""description"": ""Claim description 249"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00250,Claim,CLM00250,"{""claim_amount"": 21478, ""claim_date"": ""2026-03-01"", ""claim_type"": ""Theft"", ""description"": ""Claim description 250"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00251,Claim,CLM00251,"{""claim_amount"": 124182, ""claim_date"": ""2026-08-23"", ""claim_type"": ""Accident"", ""description"": ""Claim description 251"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00252,Claim,CLM00252,"{""claim_amount"": 147698, ""claim_date"": ""2026-05-29"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 252"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00253,Claim,CLM00253,"{""claim_amount"": 111389, ""claim_date"": ""2026-05-13"", ""claim_type"": ""Fire"", ""description"": ""Claim description 253"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00254,Claim,CLM00254,"{""claim_amount"": 48412, ""claim_date"": ""2026-04-23"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 254"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00255,Claim,CLM00255,"{""claim_amount"": 193036, ""claim_date"": ""2026-06-04"", ""claim_type"": ""Theft"", ""description"": ""Claim description 255"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00256,Claim,CLM00256,"{""claim_amount"": 130572, ""claim_date"": ""2026-05-03"", ""claim_type"": ""Theft"", ""description"": ""Claim description 256"", ""fraud_label"": 0, ""status"": ""Rejected""}"
