claim_id,claim_date,claim_amount,claim_age_days,days_since_policy_start,amount_to_premium_ratio,invoice_to_claim_ratio,claimant_claim_frequency,provider_claim_volume,vehicle_age,claimant_age,provider_rating,duplicate_similarity_score,duplicate_flag,claim_type,policy_type,vehicle_type,vehicle_make,provider_type,claimant_city,fraud_label,dup_similarity_score,dup_type,dup_flag,anomaly_score,anomaly_flag,isolation_forest_score,lof_score,ocsvm_score,claim_degree,claimant_degree,policy_degree,vehicle_degree,provider_degree,invoice_degree,location_degree,claim_pagerank,claimant_pagerank,provider_pagerank,claim_betweenness,claimant_betweenness,provider_betweenness,claim_clustering,claimant_clustering,common_neighbors,provider_claim_count,claimant_claim_count,repeated_claimant_provider,fraud_neighbor_count,fraud_neighbor_ratio,suspicious_neighbor_count
CLM00066,2026-02-13,89843,206,290,1.7259,0.2617,1,2,3.0,37.0,3.3,0.4154,0,Fire,Zero Dep,Sedan,Tata,Surveyor,Pune,0,0.4154,NO_MATCH,0,0.019,0,0.019,0.0245,0.2336,6,7,3,3,22,2,111,0.00117297,0.00133045,0.00424323,0.00301956,0.00148898,0.03031276,0.06666667,0.14285714,1,11,3,0,0,0.0,1
CLM00067,2026-07-21,112897,48,505,2.8751,1.1237,4,12,7.0,37.0,4.0,0.545,1,Fire,Zero Dep,SUV,Mahindra,Dealer,Surat,0,0.545,POSSIBLE_DUPLICATE,1,0.2947,0,0.2947,0.1729,0.6045,6,10,6,4,25,3,91,0.00109159,0.00178976,0.00441865,0.00265537,0.00280799,0.01796617,0.13333333,0.13333333,2,13,6,0,0,0.0,5
CLM00068,2026-03-24,222181,167,406,2.5925,0.656,3,5,7.0,58.0,4.0,0.5177,1,Natural Disaster,Comprehensive,Hatchback,Hyundai,Dealer,Delhi,0,0.5177,SIMILAR,1,0.1906,0,0.1906,0.1276,0.592,6,8,4,4,25,3,110,0.00109476,0.00138458,0.00441865,0.00494066,0.00105367,0.01796617,0.06666667,0.17857143,1,13,5,0,0,0.0,4
CLM00069,2026-01-20,171101,230,323,4.3574,0.4657,1,2,7.0,59.0,4.3,0.4515,0,Accident,Zero Dep,SUV,Honda,Dealer,Pune,0,0.4515,NO_MATCH,0,0.4261,0,0.4261,0.2589,0.7349,6,2,6,5,34,2,111,0.00113667,0.00045,0.00593772,0.0025431,0.0,0.03362692,0.06666667,1.0,1,25,1,0,0,0.0,0
CLM00070,2026-03-25,157556,166,22,3.5156,0.9469,2,5,6.0,33.0,4.0,0.5041,1,Accident,Third Party,Sedan,Honda,Surveyor,Ahmedabad,1,0.5041,SIMILAR,1,0.137,0,0.137,0.0607,0.4618,6,4,5,3,22,3,90,0.00112311,0.00077156,0.0040191,0.0028135,6.572e-05,0.01691593,0.06666667,0.5,1,12,3,0,1,0.5,1
CLM00071,2026-02-25,117628,194,285,2.874,0.2068,1,5,3.0,28.0,4.4,0.4495,1,Natural Disaster,Zero Dep,Sedan,Tata,Dealer,Mumbai,0,0.4495,SIMILAR,1,0.3613,0,0.3613,0.1162,0.6176,6,9,7,3,24,3,123,0.00109508,0.00164446,0.0042378,0.00276635,0.00188059,0.0263219,0.06666667,0.11111111,2,14,4,1,1,0.333333,2
CLM00072,2026-02-03,153410,216,307,1.8046,0.5384,1,3,6.0,63.0,4.4,0.429,1,Fire,Comprehensive,MUV,Honda,Dealer,Surat,0,0.429,SIMILAR,1,0.201,0,0.201,0.0677,0.476,6,5,3,2,24,2,91,0.00122361,0.00109801,0.0042378,0.00308579,0.00142214,0.0263219,0.06666667,0.2,1,14,2,0,1,1.0,1
CLM00073,2026-08-26,232145,12,403,3.4142,0.2725,2,9,3.0,66.0,3.3,0.4119,0,Theft,Zero Dep,SUV,Honda,Surveyor,Delhi,1,0.4119,NO_MATCH,0,0.2466,0,0.2466,0.1053,0.7069,6,4,4,5,16,2,110,0.00113429,0.00075989,0.00294923,0.00202437,0.00025968,0.01383975,0.06666667,0.33333333,1,9,2,0,0,0.0,1
CLM00074,2026-06-17,99485,82,403,3.3214,1.4861,2,7,5.0,47.0,3.8,0.4034,1,Fire,Third Party,Hatchback,Tata,Dealer,Surat,0,0.4034,SIMILAR,1,0.0735,0,0.0735,0.0449,0.2176,6,6,4,3,15,3,91,0.00111135,0.00108941,0.00258951,0.00537711,0.00071532,0.01284642,0.06666667,0.2,1,11,3,0,1,0.5,2
CLM00075,2026-07-13,66379,56,214,3.2743,2.2433,4,9,3.0,49.0,4.6,0.4721,1,Accident,Third Party,MUV,Mahindra,Hospital,Delhi,0,0.4721,SIMILAR,1,0.2174,0,0.2174,0.0805,0.4025,6,9,8,4,21,3,110,0.00107879,0.00158368,0.00386897,0.0040818,0.00328969,0.01812876,0.06666667,0.11111111,2,11,4,1,1,0.333333,2
CLM00076,2026-06-01,64294,98,286,0.7168,0.2479,3,7,2.0,61.0,3.5,0.5129,1,Natural Disaster,Third Party,Hatchback,Hyundai,Surveyor,Mumbai,0,0.5129,SIMILAR,1,0.1052,0,0.1052,0.028,0.5431,6,6,4,3,20,4,123,0.00109803,0.00107257,0.00344607,0.00304864,0.00043915,0.01678725,0.06666667,0.26666667,1,14,4,0,0,0.0,2
CLM00077,2026-02-03,146850,216,360,2.1424,1.1358,1,3,5.0,36.0,3.1,0.4137,0,Accident,Comprehensive,Sedan,Tata,Garage,Pune,1,0.4137,NO_MATCH,0,0.0601,0,0.0601,0.0066,0.2208,6,4,4,4,22,2,111,0.00113251,0.00075086,0.00389565,0.00258799,5.078e-05,0.02002791,0.13333333,0.5,2,14,3,0,1,0.5,2
CLM00078,2026-07-28,202435,41,328,5.1689,0.0982,6,18,8.0,21.0,4.3,0.5295,1,Theft,Third Party,SUV,Hyundai,Dealer,Mumbai,0,0.5295,SIMILAR,1,0.6644,1,0.6644,0.3748,0.8398,6,10,7,6,34,5,123,0.00103673,0.00170921,0.00593772,0.00183364,0.00096237,0.03362692,0.06666667,0.15555556,1,25,7,0,1,0.166667,5
CLM00079,2026-07-04,60851,65,193,0.9031,2.176,3,11,1.0,24.0,4.0,0.5318,1,Theft,Third Party,MUV,Honda,Surveyor,Mumbai,0,0.5318,POSSIBLE_DUPLICATE,1,0.3418,0,0.3418,0.1285,0.6895,6,8,5,3,22,2,123,0.00113784,0.00140925,0.0040191,0.00351528,0.00393846,0.01691593,0.06666667,0.14285714,1,12,4,0,0,0.0,2
CLM00080,2026-02-05,202249,214,174,4.8524,0.7922,1,1,8.0,39.0,3.5,0.4035,1,Fire,Comprehensive,Sedan,Tata,Surveyor,Pune,1,0.4035,SIMILAR,1,0.2038,0,0.2038,0.0621,0.5619,6,5,6,2,20,4,111,0.00114121,0.00101542,0.00344607,0.00159196,0.0008927,0.01678725,0.06666667,0.1,1,14,1,0,0,0.0,0
CLM00081,2026-01-22,70055,228,0,3.6741,1.2441,1,1,7.0,25.0,3.8,0.416,0,Glass Damage,Comprehensive,Hatchback,Hyundai,Dealer,Delhi,0,0.416,NO_MATCH,0,0.276,0,0.276,0.0889,0.5529,6,9,6,4,15,4,110,0.00105966,0.00155271,0.00258951,0.00363144,0.00174495,0.01284642,0.06666667,0.13888889,1,11,5,0,3,0.75,3
CLM00082,2026-06-05,138568,94,495,4.4835,0.3178,4,10,1.0,35.0,3.1,0.4553,0,Natural Disaster,Comprehensive,Sedan,Maruti,Surveyor,Mumbai,0,0.4553,NO_MATCH,0,0.5317,0,0.5317,0.2888,0.8396,6,10,2,2,21,3,123,0.00117227,0.0017409,0.00368452,0.00396204,0.00218976,0.02344063,0.06666667,0.13333333,1,14,6,0,0,0.0,2
CLM00083,2026-01-29,68198,221,168,1.3002,0.6994,1,1,7.0,39.0,3.5,0.4436,1,Glass Damage,Zero Dep,Sedan,Maruti,Garage,Delhi,0,0.4436,SIMILAR,1,0.0574,0,0.0574,0.0302,0.21,6,5,3,6,27,4,110,0.00108624,0.0009108,0.00478573,0.00074599,0.00019569,0.01906371,0.13333333,0.4,2,14,4,0,2,0.666667,3
CLM00084,2026-04-10,230657,150,389,14.6672,0.0691,1,5,3.0,24.0,3.7,0.464,1,Natural Disaster,Zero Dep,Hatchback,Hyundai,Dealer,Mumbai,0,0.464,SIMILAR,1,0.5763,1,0.5763,0.3628,0.8396,6,8,3,4,21,4,123,0.00109844,0.00140925,0.00361305,0.00224614,0.00393846,0.02180532,0.06666667,0.14285714,1,13,4,0,0,0.0,2
CLM00085,2026-01-05,130440,245,13,4.226,0.5145,1,1,6.0,25.0,3.2,0.4192,1,Accident,Third Party,MUV,Honda,Hospital,Delhi,1,0.4192,SIMILAR,1,0.1474,0,0.1474,0.0379,0.5211,6,4,8,6,20,3,110,0.00107025,0.00075715,0.00353992,0.00069414,9.8e-07,0.01600983,0.13333333,0.5,2,12,3,0,0,0.0,2
CLM00086,2026-04-19,188975,141,333,2.159,0.5172,2,7,3.0,48.0,3.2,0.4265,1,Glass Damage,Comprehensive,Sedan,Honda,Hospital,Delhi,0,0.4265,POSSIBLE_DUPLICATE,1,0.0924,0,0.0924,0.0308,0.3574,6,6,2,3,20,3,110,0.00119696,0.00118804,0.00353992,0.00210658,0.00121921,0.01600983,0.13333333,0.13333333,2,12,2,0,0,0.0,1
CLM00087,2026-08-24,58267,14,597,1.0762,1.9967,2,12,4.0,61.0,3.5,0.3798,0,Theft,Third Party,Hatchback,Honda,Surveyor,Ahmedabad,0,0.3798,NO_MATCH,0,0.3017,0,0.3017,0.1217,0.738,6,6,3,6,20,4,90,0.00109053,0.00110811,0.00344607,0.00096528,0.00186492,0.01678725,0.13333333,0.13333333,2,14,2,0,0,0.0,1
CLM00088,2026-07-06,226896,63,473,9.689,0.2951,3,9,4.0,34.0,4.8,0.5423,1,Theft,Comprehensive,Hatchback,Honda,Dealer,Delhi,0,0.5423,SIMILAR,1,0.3981,0,0.3981,0.1905,0.7613,6,5,2,6,22,2,110,0.00116261,0.00093159,0.00397522,0.00149354,0.00024359,0.02019259,0.13333333,0.3,3,13,3,1,0,0.0,1
CLM00089,2026-06-05,19425,94,75,0.2809,3.0186,2,9,4.0,69.0,4.0,0.3671,1,Theft,Third Party,MUV,Maruti,Surveyor,Pune,0,0.3671,SIMILAR,1,0.3556,0,0.3556,0.1926,0.8395,6,5,3,4,22,3,111,0.00111692,0.00092495,0.0040191,0.00264821,0.00073873,0.01691593,0.13333333,0.2,2,12,2,0,0,0.0,1
CLM00090,2026-09-01,95886,6,118,5.0289,0.7376,3,16,8.0,36.0,3.3,0.5418,1,Fire,Comprehensive,MUV,Maruti,Garage,Pune,0,0.5418,SIMILAR,1,0.1571,0,0.1571,0.0499,0.4184,6,4,6,6,25,3,111,0.00105941,0.00075086,0.00402168,0.0008622,5.078e-05,0.02103591,0.13333333,0.5,2,16,3,0,2,1.0,2
CLM00091,2026-07-17,240902,52,75,5.012,0.6608,5,10,8.0,21.0,4.6,0.5295,1,Fire,Third Party,SUV,Hyundai,Hospital,Mumbai,1,0.5295,SIMILAR,1,0.6122,1,0.6122,0.2688,0.8234,6,10,2,4,21,3,123,0.00113667,0.00170921,0.00386897,0.00248299,0.00096237,0.01812876,0.06666667,0.15555556,1,11,7,0,0,0.0,5
CLM00092,2026-04-03,19533,157,63,1.1124,5.9563,2,7,2.0,48.0,4.0,0.391,1,Glass Damage,Zero Dep,SUV,Mahindra,Surveyor,Pune,0,0.391,SIMILAR,1,0.2844,0,0.2844,0.128,0.5949,6,8,3,3,22,4,111,0.00112741,0.00154305,0.0040191,0.00269625,0.00387549,0.01691593,0.13333333,0.14285714,2,12,4,0,0,0.0,2
CLM00093,2026-08-17,155447,21,174,5.3294,1.1046,7,11,4.0,21.0,3.2,0.4848,1,Accident,Third Party,Hatchback,Honda,Hospital,Mumbai,0,0.4848,SIMILAR,1,0.4755,0,0.4755,0.1469,0.6274,6,10,4,4,20,4,123,0.00107221,0.00170921,0.00353992,0.00221163,0.00096237,0.01600983,0.06666667,0.15555556,1,12,7,0,1,0.166667,5
CLM00094,2026-08-09,8221,29,389,0.3968,14.3414,3,14,7.0,32.0,3.9,0.3769,0,Natural Disaster,Third Party,MUV,Tata,Dealer,Surat,0,0.3769,NO_MATCH,0,0.5051,0,0.5051,0.4937,0.8375,6,4,7,4,27,3,91,0.00110762,0.00077911,0.0049563,0.00377612,0.00014747,0.04573758,0.13333333,0.5,2,16,3,0,0,0.0,2
CLM00095,2026-07-25,244585,44,85,5.0341,0.4806,3,11,2.0,53.0,3.9,0.489,1,Natural Disaster,Third Party,SUV,Mahindra,Dealer,Pune,0,0.489,SIMILAR,1,0.2752,0,0.2752,0.0987,0.5939,6,7,8,6,27,4,111,0.00105106,0.00124541,0.0049563,0.00211723,0.00085746,0.04573758,0.06666667,0.23809524,1,16,5,0,1,0.25,3
CLM00096,2026-03-11,251607,180,227,4.5635,0.6741,2,5,7.0,63.0,4.6,0.429,1,Accident,Comprehensive,SUV,Honda,Hospital,Surat,1,0.429,SIMILAR,1,0.3299,0,0.3299,0.098,0.795,6,5,8,5,21,3,91,0.00111821,0.00109801,0.00386897,0.00339292,0.00142214,0.01812876,0.06666667,0.2,1,11,2,0,0,0.0,1
CLM00097,2026-08-13,126921,25,250,3.633,0.7295,4,20,4.0,69.0,4.3,0.4144,1,Fire,Zero Dep,SUV,Honda,Dealer,Mumbai,0,0.4144,SIMILAR,1,0.3304,0,0.3304,0.1721,0.6924,6,8,2,5,34,4,123,0.00111323,0.00148982,0.00593772,0.0040706,0.00684966,0.03362692,0.06666667,0.14285714,1,25,4,0,0,0.0,3
CLM00098,2026-03-16,152798,175,128,4.2731,0.6141,1,2,8.0,67.0,4.1,0.5229,1,Glass Damage,Comprehensive,MUV,Maruti,Hospital,Surat,0,0.5229,SIMILAR,1,0.3134,0,0.3134,0.0863,0.5513,6,9,4,6,19,3,91,0.00110141,0.00175484,0.00339865,0.00319734,0.00844017,0.01025027,0.06666667,0.13888889,2,10,4,1,0,0.0,2
CLM00099,2026-02-20,197010,199,331,2.1986,0.1009,2,3,3.0,24.0,3.2,0.5185,1,Theft,Third Party,MUV,Hyundai,Hospital,Delhi,0,0.5185,SIMILAR,1,0.1871,0,0.1871,0.0872,0.374,6,9,4,3,20,5,110,0.00109013,0.00160484,0.00353992,0.00105959,0.00293495,0.01600983,0.13333333,0.11111111,2,12,4,0,1,0.333333,3
CLM00100,2026-03-30,171708,161,230,6.3692,0.1832,1,2,4.0,61.0,4.6,0.4576,1,Accident,Third Party,Sedan,Mahindra,Hospital,Mumbai,0,0.4576,POSSIBLE_DUPLICATE,1,0.3431,0,0.3431,0.1633,0.6789,6,6,3,4,17,3,123,0.00111102,0.00107257,0.00308179,0.00135829,0.00043915,0.01695548,0.13333333,0.26666667,2,7,4,0,0,0.0,3
CLM00101,2026-05-16,67434,114,345,1.3305,1.3343,2,10,3.0,61.0,4.3,0.5129,1,Accident,Third Party,MUV,Mahindra,Garage,Mumbai,0,0.5129,SIMILAR,1,0.1082,0,0.1082,0.0525,0.4184,6,6,5,4,21,2,123,0.00110551,0.00107257,0.00347891,0.0047963,0.00043915,0.01346489,0.13333333,0.26666667,2,16,4,0,0,0.0,2
CLM00102,2026-08-18,226643,20,168,5.0572,0.3607,3,15,1.0,23.0,3.9,0.4693,0,Fire,Third Party,SUV,Honda,Dealer,Ahmedabad,0,0.4693,NO_MATCH,0,0.4422,0,0.4422,0.1555,0.7134,6,7,5,5,27,2,90,0.00111559,0.00126065,0.0049563,0.0054481,0.00188893,0.04573758,0.13333333,0.14285714,1,16,3,0,0,0.0,0
CLM00103,2026-06-13,219948,86,525,4.0627,0.6866,2,8,7.0,68.0,3.4,0.4227,1,Glass Damage,Third Party,SUV,Mahindra,Surveyor,Ahmedabad,0,0.4227,SIMILAR,1,0.4372,0,0.4372,0.1509,0.8394,6,6,3,4,26,5,90,0.00111469,0.00113434,0.00486327,0.00210539,0.00212233,0.03336735,0.13333333,0.13333333,2,11,2,0,1,1.0,1
CLM00104,2026-08-06,87577,32,541,1.0219,1.773,4,9,7.0,67.0,4.2,0.4438,1,Natural Disaster,Comprehensive,SUV,Hyundai,Garage,Ahmedabad,0,0.4438,SIMILAR,1,0.5339,0,0.5339,0.169,0.8319,6,9,4,3,21,2,90,0.00114767,0.0015917,0.00398564,0.00307296,0.00162943,0.0212906,0.06666667,0.11111111,2,10,4,1,0,0.0,1
CLM00105,2026-08-30,58139,8,249,3.0953,1.4183,5,7,2.0,25.0,4.6,0.3915,1,Accident,Comprehensive,MUV,Maruti,Hospital,Delhi,1,0.3915,SIMILAR,1,0.3552,0,0.3552,0.1153,0.6655,6,9,4,4,17,2,110,0.0011159,0.00155271,0.00308179,0.004798,0.00174495,0.01695548,0.06666667,0.13888889,1,7,5,0,2,0.5,4
CLM00106,2026-04-15,36650,145,0,1.4683,2.4966,2,8,3.0,57.0,4.0,0.4755,1,Theft,Comprehensive,MUV,Mahindra,Surveyor,Pune,0,0.4755,SIMILAR,1,0.4555,0,0.4555,0.2459,0.8016,6,11,4,4,22,5,111,0.00107186,0.00185403,0.0040191,0.00116222,0.00395972,0.01691593,0.13333333,0.09090909,2,12,5,0,1,0.25,2
CLM00107,2026-02-10,216706,209,290,2.871,0.6823,1,4,2.0,57.0,4.3,0.5036,1,Glass Damage,Comprehensive,MUV,Honda,Garage,Mumbai,0,0.5036,POSSIBLE_DUPLICATE,1,0.1156,0,0.1156,0.0585,0.4348,6,8,3,5,21,3,123,0.00111722,0.00158832,0.00347891,0.00397559,0.00180141,0.01346489,0.13333333,0.14285714,2,16,4,0,0,0.0,3
CLM00108,2026-03-05,98255,186,0,1.7856,1.4835,2,3,5.0,29.0,3.5,0.4838,1,Accident,Third Party,Sedan,Maruti,Surveyor,Delhi,0,0.4838,SIMILAR,1,0.233,0,0.233,0.0555,0.5287,6,7,3,3,20,3,110,0.00112051,0.00121731,0.00344607,0.00161326,0.00042981,0.01678725,0.13333333,0.19047619,1,14,4,0,0,0.0,3
CLM00109,2026-04-26,150739,134,124,4.8837,0.2493,3,6,4.0,48.0,4.3,0.5052,1,Theft,Third Party,Hatchback,Tata,Dealer,Pune,0,0.5052,SIMILAR,1,0.2381,0,0.2381,0.1411,0.4274,6,8,8,4,34,5,111,0.00107331,0.00154305,0.00593772,0.0014179,0.00387549,0.03362692,0.06666667,0.14285714,1,25,4,0,0,0.0,2
CLM00110,2026-01-16,222677,234,296,7.0183,0.6853,1,2,8.0,24.0,4.3,0.5185,1,Theft,Third Party,SUV,Hyundai,Garage,Delhi,0,0.5185,SIMILAR,1,0.3264,0,0.3264,0.1613,0.3379,6,9,4,6,21,2,110,0.00109114,0.00160484,0.00347891,0.00383906,0.00293495,0.01346489,0.06666667,0.11111111,1,16,4,0,1,0.333333,3
CLM00111,2026-08-29,139657,9,218,1.6822,0.9535,4,16,8.0,68.0,4.4,0.5376,1,Accident,Third Party,Hatchback,Tata,Dealer,Delhi,1,0.5376,SIMILAR,1,0.1936,0,0.1936,0.0937,0.4793,6,5,3,3,27,2,110,0.0011614,0.00092228,0.00481519,0.00183102,5.095e-05,0.03207056,0.06666667,0.4,2,16,4,1,1,0.333333,2
CLM00112,2026-08-01,217044,37,351,5.2074,0.3358,2,10,1.0,68.0,3.5,0.4851,1,Accident,Comprehensive,SUV,Honda,Surveyor,Delhi,0,0.4851,SIMILAR,1,0.2303,0,0.2303,0.0892,0.5793,6,5,6,4,20,3,110,0.00109016,0.00092228,0.00344607,0.00148386,5.095e-05,0.01678725,0.06666667,0.4,1,14,4,0,2,0.666667,3
CLM00113,2026-05-08,12728,122,139,0.2718,1.9112,3,6,2.0,49.0,4.6,0.446,0,Natural Disaster,Zero Dep,Sedan,Tata,Hospital,Delhi,0,0.446,NO_MATCH,0,0.3053,0,0.3053,0.1715,0.7385,6,9,3,3,21,3,110,0.00112119,0.00158368,0.00386897,0.00183735,0.00328969,0.01812876,0.06666667,0.11111111,2,11,4,1,1,0.333333,2
CLM00114,2026-04-25,236584,135,249,2.6378,0.1409,2,3,7.0,28.0,3.8,0.4081,0,Glass Damage,Third Party,MUV,Tata,Dealer,Pune,1,0.4081,NO_MATCH,0,0.1279,0,0.1279,0.0498,0.3975,6,5,4,5,15,6,111,0.00105231,0.00089891,0.00258951,0.00195972,0.00023806,0.01284642,0.06666667,0.3,1,11,3,0,0,0.0,2
CLM00115,2026-05-03,229899,127,41,4.3985,0.0773,4,9,2.0,39.0,3.1,0.4438,1,Theft,Zero Dep,SUV,Mahindra,Garage,Delhi,1,0.4438,SIMILAR,1,0.1882,0,0.1882,0.0653,0.5033,6,5,3,3,22,5,110,0.0010987,0.0009108,0.00389565,0.00340563,0.00019569,0.02002791,0.06666667,0.4,1,14,4,0,1,0.333333,3
CLM00116,2026-07-02,99139,67,379,1.1671,0.2632,1,15,6.0,63.0,4.3,0.4356,0,Natural Disaster,Zero Dep,Sedan,Hyundai,Dealer,Mumbai,0,0.4356,NO_MATCH,0,0.4807,0,0.4807,0.2754,0.8396,6,4,3,4,34,3,123,0.00112303,0.00077479,0.00593772,0.00216251,0.00043834,0.03362692,0.06666667,0.16666667,1,25,1,0,0,0.0,0
CLM00117,2026-02-16,11832,203,241,0.1836,12.8584,3,3,2.0,53.0,4.3,0.4558,1,Theft,Zero Dep,Hatchback,Tata,Dealer,Surat,0,0.4558,SIMILAR,1,0.7259,1,0.7259,0.4612,0.8398,6,8,4,3,34,3,91,0.00113173,0.00156089,0.00593772,0.00127727,0.0017321,0.03362692,0.13333333,0.14285714,2,25,4,0,0,0.0,2
CLM00118,2026-04-02,206023,158,30,4.5971,0.2926,1,8,7.0,39.0,3.5,0.4315,0,Theft,Third Party,SUV,Hyundai,Garage,Pune,0,0.4315,NO_MATCH,0,0.1089,0,0.1089,0.0407,0.3679,6,6,5,2,27,2,111,0.00116491,0.00116126,0.00478573,0.00343702,0.00085877,0.01906371,0.06666667,0.2,1,14,3,0,1,0.5,2
CLM00119,2026-07-28,212418,41,366,3.8527,0.434,3,9,7.0,26.0,3.8,0.4856,1,Accident,Comprehensive,Sedan,Maruti,Dealer,Delhi,0,0.4856,POSSIBLE_DUPLICATE,1,0.3136,0,0.3136,0.1757,0.5064,6,9,8,6,15,3,110,0.001073,0.0016779,0.00258951,0.00177025,0.00320997,0.01284642,0.06666667,0.08333333,1,11,3,0,0,0.0,1
CLM00120,2026-03-02,160325,189,297,3.5624,0.2235,1,5,2.0,37.0,3.3,0.4448,1,Fire,Comprehensive,Sedan,Maruti,Garage,Surat,0,0.4448,SIMILAR,1,0.299,0,0.299,0.1492,0.5599,6,10,4,4,25,2,91,0.00110688,0.00178976,0.00402168,0.00170655,0.00280799,0.02103591,0.06666667,0.13333333,1,16,6,0,0,0.0,5
CLM00121,2026-08-03,217441,35,139,4.769,0.1535,5,8,6.0,29.0,3.2,0.4551,1,Natural Disaster,Comprehensive,Sedan,Hyundai,Hospital,Mumbai,0,0.4551,SIMILAR,1,0.2905,0,0.2905,0.0827,0.5287,6,6,3,4,26,3,123,0.00111886,0.00108376,0.00490412,0.00387007,0.00014474,0.01762278,0.06666667,0.33333333,1,9,5,0,1,0.25,4
CLM00122,2026-03-01,162722,190,21,10.6105,0.7461,3,2,1.0,25.0,3.5,0.4397,1,Glass Damage,Third Party,MUV,Tata,Surveyor,Pune,0,0.4397,SIMILAR,1,0.3673,0,0.3673,0.1949,0.7587,6,4,3,3,20,2,111,0.00115978,0.00076497,0.00344607,0.00327912,3.095e-05,0.01678725,0.06666667,0.5,1,14,3,0,1,0.5,2
CLM00123,2026-07-03,51520,66,231,1.8396,3.1253,4,10,2.0,61.0,4.0,0.4277,1,Fire,Zero Dep,SUV,Mahindra,Dealer,Mumbai,0,0.4277,SIMILAR,1,0.1278,0,0.1278,0.0545,0.4737,6,6,6,4,25,6,123,0.00106601,0.00107257,0.00441865,0.00228293,0.00043915,0.01796617,0.06666667,0.26666667,1,13,4,0,0,0.0,2
CLM00124,2026-08-05,142965,33,517,4.7666,0.1315,3,10,6.0,64.0,3.2,0.4472,1,Accident,Zero Dep,Sedan,Hyundai,Hospital,Delhi,0,0.4472,SIMILAR,1,0.5944,1,0.5944,0.251,0.8396,6,9,3,4,20,2,110,0.00113544,0.00160677,0.00353992,0.00232476,0.00132751,0.01600983,0.13333333,0.13888889,2,12,4,0,1,0.333333,2
CLM00125,2026-03-24,40769,167,103,2.011,3.2424,1,4,7.0,29.0,3.7,0.5186,1,Natural Disaster,Third Party,SUV,Honda,Dealer,Mumbai,0,0.5186,SIMILAR,1,0.2824,0,0.2824,0.1017,0.5172,6,6,8,2,21,4,123,0.0010984,0.00108376,0.00361305,0.00201761,0.00014474,0.02180532,0.13333333,0.33333333,1,13,5,0,1,0.25,3
CLM00126,2026-06-27,238203,72,482,5.3432,0.5788,1,8,3.0,34.0,4.8,0.5836,1,Fire,Third Party,SUV,Hyundai,Dealer,Ahmedabad,0,0.5836,SIMILAR,1,0.4392,0,0.4392,0.2243,0.8396,6,8,5,7,22,7,90,0.00105263,0.00137948,0.00397522,0.00306379,0.00061904,0.02019259,0.06666667,0.17857143,1,13,5,0,0,0.0,3
CLM00127,2026-06-26,82205,73,185,2.6633,1.1437,1,6,6.0,23.0,4.2,0.4403,1,Glass Damage,Third Party,Sedan,Tata,Garage,Mumbai,1,0.4403,SIMILAR,1,0.2955,0,0.2955,0.1118,0.6415,6,5,8,5,21,6,123,0.00108177,0.00101634,0.00398564,0.00336389,0.00303228,0.0212906,0.06666667,0.2,1,10,2,0,0,0.0,1
CLM00128,2026-08-24,217023,14,296,2.6739,0.7815,3,11,5.0,44.0,3.3,0.5178,1,Theft,Third Party,Sedan,Maruti,Surveyor,Surat,0,0.5178,POSSIBLE_DUPLICATE,1,0.2806,0,0.2806,0.1334,0.4841,6,7,5,6,22,3,91,0.00110617,0.0013006,0.00424323,0.00176715,0.00092681,0.03031276,0.06666667,0.14285714,2,11,3,1,0,0.0,1
CLM00129,2026-01-20,67389,230,308,0.8586,2.0203,1,1,6.0,33.0,3.7,0.3947,0,Fire,Zero Dep,Sedan,Hyundai,Dealer,Pune,0,0.3947,NO_MATCH,0,0.2255,0,0.2255,0.0814,0.3981,6,4,3,4,21,5,111,0.00111121,0.00083674,0.00361305,0.00367408,0.00144719,0.02180532,0.06666667,0.16666667,1,13,1,0,0,0.0,0
CLM00130,2026-03-09,59967,182,233,0.701,2.6351,2,4,8.0,28.0,4.0,0.4495,1,Accident,Third Party,Hatchback,Tata,Surveyor,Mumbai,0,0.4495,SIMILAR,1,0.4611,0,0.4611,0.1853,0.7742,6,9,3,2,22,2,123,0.00118148,0.00164446,0.0040191,0.00513389,0.00188059,0.01691593,0.06666667,0.11111111,1,12,4,0,1,0.333333,3
CLM00131,2026-04-23,197042,137,204,2.2146,0.2421,2,6,7.0,70.0,3.9,0.4884,1,Theft,Third Party,MUV,Tata,Dealer,Ahmedabad,0,0.4884,SIMILAR,1,0.1981,0,0.1981,0.0658,0.5028,6,4,6,4,27,4,90,0.00109022,0.00075684,0.0049563,0.00364216,3.185e-05,0.04573758,0.06666667,0.5,1,16,3,0,0,0.0,2
CLM00132,2026-01-26,222266,224,235,4.3854,0.1656,1,2,6.0,45.0,4.4,0.5685,1,Glass Damage,Third Party,MUV,Maruti,Dealer,Ahmedabad,0,0.5685,SIMILAR,1,0.1092,0,0.1092,0.0601,0.3162,6,7,5,4,24,3,90,0.00110346,0.00130467,0.0042378,0.00290231,0.00109231,0.0263219,0.06666667,0.14285714,2,14,3,1,0,0.0,1
