claim_id,compared_claim_id,similarity_score,duplicate_type,matching_fields,duplicate_flag,claimant_similarity,policy_similarity,vehicle_similarity,date_similarity,amount_similarity,location_similarity,incident_similarity,invoice_similarity,description_similarity
CLM00164,CLM00039,0.5183,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.2,0.0,0.5833,0.6326,1.0,0.8756,0.0,0.689
CLM00165,CLM00170,0.4747,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.2,0.0,0.9167,0.2913,1.0,0.281,0.0,0.7024
CLM00166,CLM00126,0.4861,SIMILAR,"policy_id, close_date_30d, claim_type",1,0.2513,1.0,0.1,0.8333,0.5684,0.0,0.8905,0.0,0.7262
CLM00167,CLM00002,0.4651,SIMILAR,"claimant_id, close_amount_10pct, city, claim_type",1,1.0,0.0,0.0,0.2167,0.946,1.0,0.88,0.0,0.7
CLM00168,CLM00059,0.5199,SIMILAR,"policy_id, close_date_7d, exact_amount, claim_type",1,0.2513,1.0,0.0,0.9,0.9704,0.0,0.8756,0.0,0.689
CLM00169,CLM00259,0.531,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d, claim_type",1,0.2513,0.2,1.0,0.8333,0.8762,0.0,0.881,0.0,0.7024
CLM00170,CLM00247,0.612,SIMILAR,"claimant_id, invoice_id, city, claim_type",1,1.0,0.2,0.0,0.3667,0.8885,1.0,0.881,1.0,0.7024
CLM00171,CLM00294,0.3939,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",0,0.2359,0.0,0.1,0.65,0.9705,1.0,0.8714,0.0,0.6785
CLM00172,CLM00086,0.4265,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d",1,0.2513,0.0,1.0,0.8167,0.7614,0.0,0.2756,0.0,0.689
CLM00173,CLM00284,0.439,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",0,0.2359,0.2,0.0,0.8333,0.9964,1.0,0.8714,0.0,0.6785
CLM00174,CLM00030,0.4015,NO_MATCH,"close_date_7d, city, claim_type",0,0.2205,0.0,0.1,0.95,0.623,1.0,0.8756,0.0,0.689
CLM00175,CLM00026,0.4063,NO_MATCH,"close_date_7d, city, claim_type",0,0.2205,0.0,0.1,0.8833,0.7719,1.0,0.8756,0.0,0.689
CLM00176,CLM00303,0.3996,NO_MATCH,"close_date_30d, city, claim_type",0,0.2359,0.2,0.0,0.8667,0.553,1.0,0.8714,0.0,0.6785
CLM00177,CLM00047,0.4162,SIMILAR,"policy_id, close_amount_10pct, city",1,0.2359,1.0,0.0,0.3333,0.9053,1.0,0.2854,0.0,0.7134
CLM00178,CLM00224,0.4451,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.0,0.6167,0.4547,1.0,0.2714,0.0,0.6785
CLM00179,CLM00050,0.5373,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, exact_amount, city",1,0.2359,0.2,1.0,0.9167,0.951,1.0,0.2756,0.0,0.689
CLM00180,CLM00021,0.385,NO_MATCH,"close_date_30d, city, claim_type",0,0.2205,0.2,0.0,0.8167,0.4988,1.0,0.8854,0.0,0.7134
CLM00181,CLM00134,0.4933,SIMILAR,"invoice_id, close_date_30d, close_amount_10pct, city, claim_type",1,0.2359,0.0,0.0,0.7667,0.9299,1.0,0.881,1.0,0.7024
CLM00182,CLM00127,0.4403,SIMILAR,"vehicle_id, close_date_30d, claim_type",1,0.2359,0.0,1.0,0.65,0.5662,0.0,0.8905,0.0,0.7262
CLM00183,CLM00137,0.4811,SIMILAR,"claimant_id, close_date_30d, close_amount_10pct, city",1,1.0,0.0,0.0,0.7167,0.9452,1.0,0.2905,0.0,0.7262
CLM00184,CLM00144,0.4293,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.0,0.65,0.5275,1.0,0.2905,0.0,0.7262
CLM00185,CLM00021,0.5448,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.2,0.0,0.6833,0.7375,1.0,0.8854,0.0,0.7134
CLM00186,CLM00032,0.4048,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",0,0.2359,0.2,0.0,0.9833,0.9258,0.0,0.8756,0.0,0.689
CLM00187,CLM00218,0.4162,SIMILAR,"claimant_id, city",1,1.0,0.2,0.0,0.45,0.3964,1.0,0.2905,0.0,0.7262
CLM00188,CLM00065,0.3767,NO_MATCH,"close_date_30d, claim_type",0,0.2359,0.2,0.0,0.8333,0.8702,0.0,0.8756,0.0,0.689
CLM00189,CLM00064,0.4157,SIMILAR,"policy_id, close_date_30d",1,0.2513,1.0,0.0,0.7833,0.7042,0.0,0.2756,0.0,0.689
CLM00190,CLM00010,0.4808,SIMILAR,"claimant_id, close_amount_10pct, city, claim_type",1,1.0,0.2,0.0,0.1167,0.9378,1.0,0.8951,0.0,0.7378
CLM00191,CLM00090,0.4783,SIMILAR,"policy_id, close_date_30d, claim_type",1,0.2359,1.0,0.0,0.75,0.8008,0.0,0.8854,0.0,0.7134
CLM00192,CLM00049,0.5135,SIMILAR,"policy_id, close_date_30d, city, claim_type",1,0.2513,1.0,0.0,0.65,0.7724,1.0,0.8854,0.0,0.7134
CLM00193,CLM00079,0.5318,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, city, claim_type",1,0.2359,0.2,1.0,0.9,0.3114,1.0,0.8854,0.0,0.7134
CLM00194,CLM00148,0.4564,SIMILAR,"claimant_id, exact_amount, city, claim_type",1,1.0,0.0,0.0,0.1333,0.974,1.0,0.8905,0.0,0.7262
CLM00195,CLM00319,0.3627,NO_MATCH,"close_date_30d, city",0,0.2513,0.2,0.1,0.8667,0.5843,1.0,0.2905,0.0,0.7262
CLM00196,CLM00018,0.5209,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.0,0.0,0.7333,0.7235,1.0,0.8854,0.0,0.7134
CLM00197,CLM00030,0.4677,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.0,0.75,0.4761,1.0,0.2756,0.0,0.689
CLM00198,CLM00109,0.4434,SIMILAR,"invoice_id, close_date_30d, city",1,0.2359,0.2,0.0,0.8167,0.6472,1.0,0.2905,1.0,0.7262
CLM00199,CLM00255,0.4193,NO_MATCH,"close_date_30d, city, claim_type",0,0.2359,0.2,0.0,0.7667,0.8995,1.0,0.8714,0.0,0.6785
CLM00200,CLM00154,0.4448,SIMILAR,"policy_id, close_date_7d",1,0.2513,1.0,0.1,0.95,0.5987,0.0,0.2714,0.0,0.6785
CLM00201,CLM00252,0.4265,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.1,0.8667,0.0342,1.0,0.281,0.0,0.7024
CLM00202,CLM00160,0.5498,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d, city, claim_type",1,0.2205,0.2,1.0,0.8,0.6761,1.0,0.881,0.0,0.7024
CLM00203,CLM00315,0.4553,SIMILAR,"policy_id, close_date_7d",1,0.2359,1.0,0.0,0.9833,0.8256,0.0,0.281,0.0,0.7024
CLM00204,CLM00170,0.4106,SIMILAR,"vehicle_id, exact_amount, claim_type",1,0.2359,0.2,1.0,0.0,0.9533,0.0,0.881,0.0,0.7024
CLM00205,CLM00068,0.4693,SIMILAR,"claimant_id, exact_amount, city, claim_type",1,1.0,0.0,0.0,0.2167,0.9922,1.0,0.8756,0.0,0.689
CLM00206,CLM00131,0.4884,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.0,0.0,0.8,0.3122,1.0,0.8714,0.0,0.6785
CLM00207,CLM00252,0.5508,SIMILAR,"claimant_id, close_date_30d, close_amount_10pct, city, claim_type",1,1.0,0.2,0.0,0.6,0.9269,1.0,0.881,0.0,0.7024
CLM00208,CLM00038,0.4724,SIMILAR,"invoice_id, close_date_7d, claim_type",1,0.2359,0.2,0.0,0.9,0.7171,0.0,0.8854,1.0,0.7134
CLM00209,CLM00150,0.449,SIMILAR,"policy_id, close_date_30d, exact_amount",1,0.2359,1.0,0.0,0.8333,0.9871,0.0,0.281,0.0,0.7024
CLM00210,CLM00004,0.4745,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, claim_type",1,0.2513,0.0,1.0,0.9,0.5129,0.0,0.88,0.0,0.7
CLM00211,CLM00006,0.5703,SIMILAR,"claimant_id, vehicle_id, close_date_30d, city",1,1.0,0.0,1.0,0.55,0.5978,1.0,0.28,0.0,0.7
CLM00212,CLM00111,0.5376,SIMILAR,"claimant_id, provider_id, close_date_7d, city",1,1.0,0.0,0.1,0.9167,0.7705,1.0,0.281,0.3,0.7024
CLM00213,CLM00196,0.5075,SIMILAR,"claimant_id, close_date_30d, close_amount_10pct, city",1,1.0,0.2,0.0,0.7167,0.9194,1.0,0.281,0.0,0.7024
CLM00214,CLM00280,0.4371,SIMILAR,"claimant_id, exact_amount, city, claim_type",1,1.0,0.0,0.0,0.0,0.9905,1.0,0.881,0.0,0.7024
CLM00215,CLM00249,0.5363,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.0,0.0,0.8667,0.682,1.0,0.881,0.0,0.7024
CLM00216,CLM00114,0.4025,SIMILAR,"claimant_id, city, claim_type",1,1.0,0.0,0.0,0.0,0.6437,1.0,0.881,0.0,0.7024
CLM00217,CLM00023,0.4595,NO_MATCH,"close_date_7d, exact_amount, city, claim_type",0,0.2359,0.2,0.0,0.9667,0.9874,1.0,0.8854,0.0,0.7134
CLM00218,CLM00162,0.4412,SIMILAR,"invoice_id, close_date_7d, city",1,0.2359,0.0,0.0,0.9333,0.7595,1.0,0.281,1.0,0.7024
CLM00219,CLM00280,0.4195,NO_MATCH,"close_date_7d, city, claim_type",0,0.2513,0.2,0.0,0.9833,0.5366,1.0,0.881,0.0,0.7024
CLM00220,CLM00109,0.5052,SIMILAR,"policy_id, provider_id, close_date_7d, claim_type",1,0.2513,1.0,0.0,0.9,0.5186,0.0,0.881,0.3,0.7024
CLM00221,CLM00163,0.5083,SIMILAR,"claimant_id, vehicle_id, city, claim_type",1,1.0,0.0,1.0,0.0,0.2016,1.0,0.881,0.0,0.7024
CLM00222,CLM00281,0.446,SIMILAR,"claimant_id, provider_id, city",1,1.0,0.0,0.0,0.4667,0.6794,1.0,0.281,0.3,0.7024
CLM00223,CLM00220,0.4896,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.0,0.1,0.95,0.5304,1.0,0.2905,0.0,0.7262
CLM00224,CLM00178,0.4451,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.0,0.6167,0.4547,1.0,0.2714,0.0,0.6785
CLM00225,CLM00018,0.4409,NO_MATCH,"close_date_7d, city, claim_type",0,0.2359,0.2,0.1,0.9667,0.6613,1.0,0.8756,0.0,0.689
CLM00226,CLM00108,0.4413,NO_MATCH,"close_date_7d, city, claim_type",0,0.2359,0.2,0.1,0.9667,0.6701,1.0,0.8714,0.0,0.6785
CLM00227,CLM00070,0.5041,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.0,0.8667,0.6552,1.0,0.2854,0.0,0.7134
CLM00228,CLM00032,0.4296,SIMILAR,"vehicle_id, claim_type",1,0.2513,0.0,1.0,0.35,0.8834,0.0,0.8854,0.0,0.7134
CLM00229,CLM00136,0.4357,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",1,0.2359,0.0,1.0,0.9833,0.6385,0.0,0.2714,0.0,0.6785
CLM00230,CLM00100,0.4576,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, close_amount_10pct",1,0.2359,0.0,1.0,0.9333,0.923,0.0,0.281,0.0,0.7024
CLM00231,CLM00282,0.4513,SIMILAR,"policy_id, provider_id, close_date_30d",1,0.2513,1.0,0.0,0.7167,0.8544,0.0,0.281,0.3,0.7024
CLM00232,CLM00221,0.4291,SIMILAR,"vehicle_id, close_date_30d, claim_type",1,0.2513,0.0,1.0,0.6167,0.4734,0.0,0.8905,0.0,0.7262
CLM00233,CLM00068,0.5177,SIMILAR,"claimant_id, close_date_30d, exact_amount, city",1,1.0,0.0,0.1,0.8667,0.9509,1.0,0.2756,0.0,0.689
CLM00234,CLM00144,0.4705,SIMILAR,"provider_id, close_date_30d, close_amount_10pct, city, claim_type",1,0.2359,0.2,0.1,0.7833,0.9274,1.0,0.881,0.3,0.7024
CLM00235,CLM00307,0.4665,SIMILAR,"claimant_id, close_amount_10pct, city",1,1.0,0.2,0.1,0.3333,0.9336,1.0,0.281,0.0,0.7024
CLM00236,CLM00196,0.4214,NO_MATCH,"close_date_30d, city, claim_type",0,0.2513,0.2,0.0,0.7667,0.8805,1.0,0.881,0.0,0.7024
CLM00237,CLM00212,0.5364,SIMILAR,"policy_id, close_date_7d, exact_amount, claim_type",1,0.2359,1.0,0.1,0.9333,0.9618,0.0,0.881,0.0,0.7024
CLM00238,CLM00319,0.491,SIMILAR,"claimant_id, vehicle_id, city",1,1.0,0.0,1.0,0.2833,0.2044,1.0,0.281,0.0,0.7024
CLM00239,CLM00233,0.4908,SIMILAR,"policy_id, close_date_30d, city, claim_type",1,0.2359,1.0,0.1,0.8333,0.1455,1.0,0.8905,0.0,0.7262
CLM00240,CLM00239,0.3968,NO_MATCH,"provider_id, close_date_7d, exact_amount, city",0,0.2513,0.0,0.0,0.9333,0.9845,1.0,0.281,0.3,0.7024
CLM00241,CLM00050,0.5123,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.0,0.0,0.7833,0.5726,1.0,0.8756,0.0,0.689
CLM00242,CLM00065,0.5281,SIMILAR,"claimant_id, vehicle_id, provider_id, city",1,1.0,0.0,1.0,0.25,0.3299,1.0,0.2756,0.3,0.689
CLM00243,CLM00138,0.4468,SIMILAR,"policy_id, close_date_30d, close_amount_10pct",1,0.2359,1.0,0.0,0.85,0.9398,0.0,0.281,0.0,0.7024
CLM00244,CLM00029,0.4542,SIMILAR,"claimant_id, city, claim_type",1,1.0,0.2,0.1,0.0,0.7066,1.0,0.8854,0.0,0.7134
CLM00245,CLM00284,0.4503,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.0,0.8,0.5128,1.0,0.2905,0.0,0.7262
CLM00246,CLM00056,0.4629,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.1,0.7667,0.2434,1.0,0.2854,0.0,0.7134
CLM00247,CLM00170,0.612,SIMILAR,"claimant_id, invoice_id, city, claim_type",1,1.0,0.2,0.0,0.3667,0.8885,1.0,0.881,1.0,0.7024
CLM00248,CLM00113,0.366,NO_MATCH,"close_date_7d, city",0,0.2513,0.2,0.0,0.9833,0.6109,1.0,0.2714,0.0,0.6785
CLM00249,CLM00215,0.5363,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.0,0.0,0.8667,0.682,1.0,0.881,0.0,0.7024
CLM00250,CLM00204,0.3884,SIMILAR,"vehicle_id, city",1,0.2359,0.2,1.0,0.4833,0.0965,1.0,0.2905,0.0,0.7262
CLM00251,CLM00272,0.4843,SIMILAR,"invoice_id, close_date_7d, claim_type",1,0.2359,0.2,0.0,0.95,0.7649,0.0,0.881,1.0,0.7024
CLM00252,CLM00207,0.5508,SIMILAR,"claimant_id, close_date_30d, close_amount_10pct, city, claim_type",1,1.0,0.2,0.0,0.6,0.9269,1.0,0.881,0.0,0.7024
CLM00253,CLM00269,0.4248,NO_MATCH,"close_date_30d, city, claim_type",0,0.2359,0.2,0.0,0.8333,0.845,1.0,0.881,0.0,0.7024
CLM00254,CLM00046,0.4951,SIMILAR,"claimant_id, city, claim_type",1,1.0,0.2,0.1,0.2333,0.7661,1.0,0.8854,0.0,0.7134
CLM00255,CLM00271,0.5091,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.0,0.7667,0.8598,1.0,0.281,0.0,0.7024
CLM00256,CLM00065,0.4455,SIMILAR,"claimant_id, city, claim_type",1,1.0,0.2,0.1,0.0,0.6196,1.0,0.8854,0.0,0.7134
CLM00257,CLM00011,0.4297,SIMILAR,"policy_id, close_date_30d, city",1,0.2205,1.0,0.0,0.8333,0.3308,1.0,0.2756,0.0,0.689
CLM00258,CLM00016,0.4796,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.0,0.7667,0.8708,1.0,0.2756,0.0,0.689
CLM00259,CLM00169,0.531,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d, claim_type",1,0.2513,0.2,1.0,0.8333,0.8762,0.0,0.881,0.0,0.7024
CLM00260,CLM00185,0.4688,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.0,0.85,0.6414,1.0,0.2714,0.0,0.6785
CLM00261,CLM00181,0.492,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.2,0.0,0.9833,0.3637,1.0,0.281,0.0,0.7024
CLM00262,CLM00146,0.5672,SIMILAR,"claimant_id, close_date_7d, city, claim_type",1,1.0,0.0,0.1,0.9333,0.7412,1.0,0.881,0.0,0.7024
CLM00263,CLM00094,0.3769,NO_MATCH,"close_date_30d, city, claim_type",0,0.2359,0.0,0.0,0.85,0.6464,1.0,0.8756,0.0,0.689
CLM00264,CLM00192,0.4344,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.0,0.65,0.5882,1.0,0.281,0.0,0.7024
CLM00265,CLM00162,0.4704,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.0,0.0,0.9333,0.5228,1.0,0.281,0.0,0.7024
CLM00266,CLM00221,0.3878,SIMILAR,"vehicle_id, close_date_30d, city",1,0.2359,0.0,1.0,0.65,0.1506,1.0,0.281,0.0,0.7024
CLM00267,CLM00297,0.4182,NO_MATCH,"close_date_7d, city, claim_type",0,0.2359,0.2,0.1,0.9333,0.4697,1.0,0.8905,0.0,0.7262
CLM00268,CLM00139,0.4066,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",0,0.2359,0.2,0.1,0.8833,0.9477,0.0,0.8714,0.0,0.6785
CLM00269,CLM00158,0.5082,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, claim_type",1,0.2513,0.0,1.0,0.9833,0.7335,0.0,0.8714,0.0,0.6785
CLM00270,CLM00078,0.5054,SIMILAR,"vehicle_id, close_date_30d, city, claim_type",1,0.2359,0.2,1.0,0.7167,0.3222,1.0,0.8854,0.0,0.7134
CLM00271,CLM00255,0.5091,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.0,0.7667,0.8598,1.0,0.281,0.0,0.7024
CLM00272,CLM00053,0.6257,SIMILAR,"claimant_id, policy_id, city, claim_type",1,1.0,1.0,0.1,0.25,0.8568,1.0,0.8756,0.0,0.689
CLM00273,CLM00116,0.4356,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",0,0.2359,0.0,0.1,0.95,0.9375,1.0,0.8714,0.0,0.6785
CLM00274,CLM00058,0.4386,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d, claim_type",1,0.2513,0.2,1.0,0.7833,0.0328,0.0,0.8756,0.0,0.689
CLM00275,CLM00318,0.4327,SIMILAR,"policy_id, close_date_30d, claim_type",1,0.2359,1.0,0.1,0.6667,0.3338,0.0,0.8714,0.0,0.6785
CLM00276,CLM00098,0.5229,SIMILAR,"claimant_id, provider_id, close_date_30d, city, claim_type",1,1.0,0.0,0.0,0.55,0.7283,1.0,0.8756,0.3,0.689
CLM00277,CLM00050,0.4465,SIMILAR,"policy_id, close_date_7d",1,0.2359,1.0,0.1,0.9333,0.6681,0.0,0.2756,0.0,0.689
CLM00278,CLM00196,0.3915,SIMILAR,"vehicle_id, close_date_30d",1,0.2359,0.0,1.0,0.7333,0.5714,0.0,0.2714,0.0,0.6785
CLM00279,CLM00156,0.5266,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.2,0.1,0.8333,0.795,1.0,0.2714,0.0,0.6785
CLM00280,CLM00214,0.4371,SIMILAR,"claimant_id, exact_amount, city, claim_type",1,1.0,0.0,0.0,0.0,0.9905,1.0,0.881,0.0,0.7024
CLM00281,CLM00222,0.446,SIMILAR,"claimant_id, provider_id, city",1,1.0,0.0,0.0,0.4667,0.6794,1.0,0.281,0.3,0.7024
CLM00282,CLM00143,0.4538,SIMILAR,"policy_id, close_date_7d",1,0.2513,1.0,0.0,0.9833,0.789,0.0,0.2714,0.0,0.6785
CLM00283,CLM00111,0.4095,SIMILAR,"policy_id, close_date_7d",1,0.2513,1.0,0.0,0.9667,0.3708,0.0,0.2714,0.0,0.6785
CLM00284,CLM00128,0.5178,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, claim_type",1,0.2359,0.0,1.0,0.95,0.8911,0.0,0.8905,0.0,0.7262
CLM00285,CLM00107,0.5036,POSSIBLE_DUPLICATE,"vehicle_id, close_date_30d, exact_amount, claim_type",1,0.2359,0.0,1.0,0.8167,0.968,0.0,0.8714,0.0,0.6785
CLM00286,CLM00111,0.3855,NO_MATCH,"close_date_7d, claim_type",0,0.2513,0.2,0.0,0.9333,0.7806,0.0,0.8714,0.0,0.6785
CLM00287,CLM00194,0.4389,SIMILAR,"policy_id, close_date_30d, city",1,0.2359,1.0,0.0,0.5167,0.8703,1.0,0.2714,0.0,0.6785
CLM00288,CLM00229,0.4309,NO_MATCH,"close_date_30d, exact_amount, city, claim_type",0,0.2359,0.2,0.0,0.7833,0.9813,1.0,0.881,0.0,0.7024
CLM00289,CLM00099,0.4722,SIMILAR,"invoice_id, close_date_7d, city",1,0.2513,0.2,0.1,0.9,0.6337,1.0,0.2854,1.0,0.7134
CLM00290,CLM00034,0.5496,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, claim_type",1,0.2359,0.2,1.0,0.9667,0.8988,0.0,0.8756,0.0,0.689
CLM00291,CLM00317,0.4467,SIMILAR,"invoice_id, close_date_30d, city",1,0.2359,0.2,0.1,0.7667,0.6139,1.0,0.281,1.0,0.7024
CLM00292,CLM00254,0.4206,NO_MATCH,"close_date_7d, close_amount_10pct, city, claim_type",0,0.2359,0.0,0.0,0.95,0.9282,1.0,0.881,0.0,0.7024
CLM00293,CLM00296,0.5338,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.2,0.0,0.9167,0.8724,1.0,0.2905,0.0,0.7262
CLM00294,CLM00307,0.4087,SIMILAR,"vehicle_id, city, claim_type",1,0.2513,0.0,1.0,0.0,0.7126,1.0,0.8714,0.0,0.6785
CLM00295,CLM00022,0.4768,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, claim_type",1,0.2359,0.2,1.0,0.9667,0.1605,0.0,0.8854,0.0,0.7134
CLM00296,CLM00293,0.5338,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.2,0.0,0.9167,0.8724,1.0,0.2905,0.0,0.7262
CLM00297,CLM00008,0.4551,SIMILAR,"policy_id, close_date_30d, city",1,0.2513,1.0,0.1,0.8167,0.3932,1.0,0.28,0.0,0.7
CLM00298,CLM00058,0.4761,SIMILAR,"policy_id, vehicle_id",1,0.2359,1.0,1.0,0.4167,0.3787,0.0,0.2854,0.0,0.7134
CLM00299,CLM00202,0.4784,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.0,0.0,0.9667,0.5531,1.0,0.281,0.0,0.7024
CLM00300,CLM00246,0.4339,SIMILAR,"policy_id, close_date_30d, city",1,0.2513,1.0,0.1,0.65,0.4396,1.0,0.2714,0.0,0.6785
CLM00301,CLM00211,0.4224,NO_MATCH,"exact_date, city, claim_type",0,0.2359,0.0,0.0,1.0,0.8711,1.0,0.881,0.0,0.7024
CLM00302,CLM00006,0.456,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.0,0.0,0.8833,0.4555,1.0,0.28,0.0,0.7
CLM00303,CLM00176,0.3996,NO_MATCH,"close_date_30d, city, claim_type",0,0.2359,0.2,0.0,0.8667,0.553,1.0,0.8714,0.0,0.6785
CLM00304,CLM00045,0.5199,SIMILAR,"claimant_id, close_date_7d, city, claim_type",1,1.0,0.0,0.0,0.9667,0.3635,1.0,0.8854,0.0,0.7134
CLM00305,CLM00261,0.425,SIMILAR,"claimant_id, close_date_30d, city",1,1.0,0.0,0.0,0.5333,0.679,1.0,0.2714,0.0,0.6785
CLM00306,CLM00073,0.3783,NO_MATCH,"close_date_30d, exact_amount, city",0,0.2513,0.2,0.0,0.8,0.995,1.0,0.2854,0.0,0.7134
CLM00307,CLM00235,0.4665,SIMILAR,"claimant_id, close_amount_10pct, city",1,1.0,0.2,0.1,0.3333,0.9336,1.0,0.281,0.0,0.7024
CLM00308,CLM00084,0.464,SIMILAR,"claimant_id, city, claim_type",1,1.0,0.2,0.1,0.35,0.2798,1.0,0.8854,0.0,0.7134
CLM00309,CLM00319,0.3304,NO_MATCH,"close_date_7d, claim_type",0,0.2513,0.2,0.0,0.9833,0.1359,0.0,0.8905,0.0,0.7262
CLM00310,CLM00090,0.4704,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d, city",1,0.2359,0.0,1.0,0.9833,0.4722,1.0,0.2854,0.0,0.7134
CLM00311,CLM00222,0.4117,SIMILAR,"invoice_id, close_date_7d, city",1,0.2513,0.0,0.0,0.9333,0.4428,1.0,0.2714,1.0,0.6785
CLM00312,CLM00088,0.5423,SIMILAR,"claimant_id, provider_id, close_date_30d, city, claim_type",1,1.0,0.2,0.0,0.65,0.4723,1.0,0.8756,0.3,0.689
CLM00313,CLM00119,0.4856,POSSIBLE_DUPLICATE,"vehicle_id, close_date_7d",1,0.2513,0.2,1.0,0.9333,0.8722,0.0,0.281,0.0,0.7024
CLM00314,CLM00247,0.4892,SIMILAR,"claimant_id, close_date_30d, city, claim_type",1,1.0,0.0,0.1,0.8333,0.1106,1.0,0.881,0.0,0.7024
CLM00315,CLM00203,0.4553,SIMILAR,"policy_id, close_date_7d",1,0.2359,1.0,0.0,0.9833,0.8256,0.0,0.281,0.0,0.7024
CLM00316,CLM00138,0.4759,SIMILAR,"claimant_id, close_date_7d, city",1,1.0,0.0,0.0,0.95,0.5528,1.0,0.281,0.0,0.7024
CLM00317,CLM00084,0.4523,SIMILAR,"policy_id, close_date_30d, claim_type",1,0.2359,1.0,0.0,0.8667,0.3758,0.0,0.8756,0.0,0.689
CLM00318,CLM00275,0.4327,SIMILAR,"policy_id, close_date_30d, claim_type",1,0.2359,1.0,0.1,0.6667,0.3338,0.0,0.8714,0.0,0.6785
CLM00319,CLM00238,0.491,SIMILAR,"claimant_id, vehicle_id, city",1,1.0,0.0,1.0,0.2833,0.2044,1.0,0.281,0.0,0.7024
CLM00320,CLM00001,0.4903,SIMILAR,"claimant_id, close_date_30d, close_amount_10pct, city",1,1.0,0.2,0.0,0.5833,0.9476,1.0,0.28,0.0,0.7
