claim_id,claim_degree,claimant_degree,policy_degree,vehicle_degree,provider_degree,invoice_degree,location_degree,claim_pagerank,claimant_pagerank,provider_pagerank,claim_betweenness,claimant_betweenness,provider_betweenness,claim_clustering,claimant_clustering,common_neighbors,provider_claim_count,claimant_claim_count,repeated_claimant_provider,fraud_neighbor_count,fraud_neighbor_ratio,suspicious_neighbor_count
CLM00164,6,5,6,3,20,3,111,0.00109023,0.00093702,0.00344607,0.00140302,0.00031154,0.01678725,0.06666667,0.3,1,14,3,0,0,0.0,1
CLM00165,6,8,7,3,25,3,90,0.0010816,0.00137948,0.00441865,0.00316845,0.00061904,0.01796617,0.06666667,0.17857143,1,13,5,0,0,0.0,3
CLM00166,6,11,5,6,21,2,123,0.00112389,0.00216585,0.00386897,0.00231209,0.00490743,0.01812876,0.13333333,0.09090909,1,11,5,0,1,0.25,2
CLM00167,6,4,4,3,26,3,91,0.00114789,0.00078061,0.00490412,0.00116442,4.914e-05,0.01762278,0.13333333,0.5,2,9,3,0,1,0.5,2
CLM00168,6,8,7,5,21,3,91,0.00109872,0.00156089,0.00398564,0.002793,0.0017321,0.0212906,0.06666667,0.14285714,1,10,4,0,0,0.0,3
CLM00169,6,4,5,6,25,3,123,0.0010961,0.00078904,0.00441865,0.0036954,0.00035028,0.01796617,0.06666667,0.33333333,1,13,2,0,0,0.0,1
CLM00170,6,8,3,4,19,5,90,0.00108948,0.00137948,0.00339865,0.00194695,0.00061904,0.01025027,0.06666667,0.17857143,1,10,5,0,0,0.0,4
CLM00171,6,8,3,4,21,4,111,0.00109499,0.00154305,0.00347891,0.00306269,0.00387549,0.01346489,0.06666667,0.14285714,1,16,4,0,0,0.0,2
CLM00172,6,7,4,3,21,3,111,0.00111238,0.00124141,0.00347891,0.00132504,0.0006108,0.01346489,0.06666667,0.23809524,1,16,4,0,0,0.0,3
CLM00173,6,8,3,4,22,2,111,0.00115243,0.0015595,0.00389565,0.00111443,0.00805818,0.02002791,0.13333333,0.14285714,2,14,4,0,0,0.0,1
CLM00174,6,6,3,5,27,3,90,0.00110556,0.00109343,0.00478573,0.00156893,0.00046373,0.01906371,0.13333333,0.2,2,14,3,1,1,0.5,0
CLM00175,6,7,6,3,20,5,111,0.00107287,0.00126303,0.00353992,0.00329717,0.00111033,0.01600983,0.06666667,0.14285714,1,12,3,0,0,0.0,2
CLM00176,6,6,3,6,34,2,90,0.00117097,0.00140875,0.00593772,0.00476819,0.00395397,0.03362692,0.06666667,0.06666667,1,25,1,0,0,0.0,0
CLM00177,6,2,4,6,21,2,111,0.00114646,0.00045132,0.00361305,0.00236203,0.0,0.02180532,0.06666667,1.0,1,13,1,0,0,0.0,0
CLM00178,6,8,3,6,25,4,123,0.00108597,0.00148982,0.00441865,0.00250734,0.00684966,0.01796617,0.06666667,0.14285714,1,13,4,0,0,0.0,3
CLM00179,6,7,4,8,21,2,110,0.00110649,0.00129222,0.00398564,0.00133867,0.00086144,0.0212906,0.13333333,0.19047619,2,10,4,0,1,0.333333,3
CLM00180,6,5,3,4,27,3,110,0.00111161,0.00092127,0.00478573,0.00224627,0.00025782,0.01906371,0.13333333,0.3,2,14,3,0,0,0.0,1
CLM00181,6,6,5,3,21,6,111,0.00107561,0.00111081,0.00368452,0.00200645,0.00049859,0.02344063,0.06666667,0.26666667,1,14,4,0,0,0.0,2
CLM00182,6,7,3,5,24,2,90,0.00114733,0.00126065,0.00463026,0.00277109,0.00188893,0.03104914,0.06666667,0.14285714,2,9,3,1,0,0.0,1
CLM00183,6,11,6,3,27,2,123,0.00113991,0.00216585,0.0049563,0.00332688,0.00490743,0.04573758,0.06666667,0.09090909,1,16,5,0,1,0.25,2
CLM00184,6,7,5,9,22,2,111,0.00109001,0.00124141,0.00397522,0.00343092,0.0006108,0.02019259,0.06666667,0.23809524,1,13,4,0,0,0.0,3
CLM00185,6,6,6,3,21,4,110,0.00106415,0.00109627,0.00347891,0.0012664,0.00076964,0.01346489,0.13333333,0.2,1,16,3,0,1,0.5,1
CLM00186,6,6,3,5,26,3,123,0.00111698,0.00109706,0.00486327,0.00732055,0.00121073,0.03336735,0.06666667,0.13333333,1,11,2,0,0,0.0,1
CLM00187,6,6,3,3,22,4,123,0.00112915,0.00122046,0.00397522,0.0043843,0.00132482,0.02019259,0.06666667,0.2,1,13,3,0,0,0.0,2
CLM00188,6,7,3,4,21,4,91,0.00112258,0.00135525,0.00386897,0.00208942,0.00154352,0.01812876,0.06666667,0.14285714,1,11,3,0,0,0.0,2
CLM00189,6,4,3,4,27,4,123,0.00113288,0.00078904,0.0049563,0.00465441,0.00035028,0.04573758,0.06666667,0.33333333,1,16,2,0,0,0.0,1
CLM00190,6,7,4,6,21,4,123,0.00107869,0.0012312,0.00386897,0.00316208,0.00013471,0.01812876,0.06666667,0.28571429,1,11,6,0,3,0.6,3
CLM00191,6,7,6,4,21,3,90,0.00109008,0.00134485,0.00361305,0.00496581,0.00117364,0.02180532,0.06666667,0.14285714,1,13,3,0,0,0.0,1
CLM00192,6,10,4,6,21,2,123,0.00109705,0.00170921,0.00347891,0.00152193,0.00096237,0.01346489,0.13333333,0.15555556,2,16,7,0,1,0.166667,5
CLM00193,6,7,2,3,21,4,123,0.00112373,0.0012312,0.00347891,0.00170554,0.00013471,0.01346489,0.13333333,0.28571429,2,16,6,0,2,0.4,3
CLM00194,6,9,8,3,25,3,91,0.00108819,0.00169298,0.00402168,0.00363576,0.00218606,0.02103591,0.06666667,0.11111111,1,16,4,0,0,0.0,2
CLM00195,6,4,5,2,22,3,91,0.0011644,0.0008228,0.00389565,0.00362369,0.00078179,0.02002791,0.06666667,0.16666667,1,14,1,0,0,0.0,0
CLM00196,6,6,3,3,27,3,123,0.00112996,0.00108376,0.00481519,0.00522703,0.00014474,0.03207056,0.06666667,0.33333333,1,16,5,0,1,0.25,3
CLM00197,6,9,8,3,19,4,90,0.0010743,0.0015917,0.00339865,0.00197051,0.00162943,0.01025027,0.06666667,0.11111111,1,10,4,0,0,0.0,1
CLM00198,6,4,4,5,27,5,111,0.00106724,0.00075086,0.00478573,0.00160088,5.078e-05,0.01906371,0.06666667,0.5,1,14,3,0,1,0.5,2
CLM00199,6,7,5,4,26,5,110,0.00108437,0.00127664,0.00486327,0.00367448,0.00270956,0.03336735,0.06666667,0.0952381,1,11,2,0,0,0.0,1
CLM00200,6,6,6,4,20,3,123,0.001141,0.00145108,0.00344607,0.00388363,0.00259756,0.01678725,0.06666667,0.06666667,1,14,1,0,0,0.0,0
CLM00201,6,11,4,2,27,5,111,0.00110095,0.00185403,0.0049563,0.00293344,0.00395972,0.04573758,0.06666667,0.09090909,1,16,5,0,1,0.25,2
CLM00202,6,5,7,9,24,3,110,0.00107701,0.00092127,0.00463026,0.00478675,0.00025782,0.03104914,0.06666667,0.3,1,9,3,0,1,0.5,2
CLM00203,6,7,4,4,24,4,91,0.00109555,0.0013006,0.0042378,0.0013666,0.00092681,0.0263219,0.06666667,0.14285714,1,14,3,0,0,0.0,2
CLM00204,6,4,5,4,16,6,111,0.00111771,0.00092693,0.00294923,0.0023883,0.00126673,0.01383975,0.06666667,0.16666667,1,9,1,0,0,0.0,0
CLM00205,6,8,6,5,25,3,110,0.00105518,0.00138458,0.00402168,0.00222476,0.00105367,0.02103591,0.06666667,0.17857143,1,16,5,0,0,0.0,4
CLM00206,6,4,3,3,21,5,90,0.00108951,0.00075684,0.00347891,0.00195862,3.185e-05,0.01346489,0.06666667,0.5,1,16,3,0,0,0.0,2
CLM00207,6,11,2,5,24,2,111,0.00115744,0.00185403,0.00463026,0.00823719,0.00395972,0.03104914,0.06666667,0.09090909,1,9,5,0,0,0.0,3
CLM00208,6,7,4,4,24,3,90,0.00110273,0.00130467,0.0042378,0.00301731,0.00109231,0.0263219,0.06666667,0.14285714,2,14,3,1,0,0.0,1
CLM00209,6,4,8,4,21,3,111,0.00108606,0.00080827,0.00347891,0.00137007,0.0005635,0.01346489,0.06666667,0.16666667,1,16,1,0,0,0.0,0
CLM00210,6,9,8,5,34,6,91,0.00105648,0.00169298,0.00593772,0.00188477,0.00218606,0.03362692,0.13333333,0.11111111,2,25,4,0,0,0.0,2
CLM00211,6,10,3,8,22,5,123,0.00106514,0.00172342,0.00397522,0.00271796,0.00136647,0.02019259,0.06666667,0.15555556,2,13,6,1,1,0.2,2
CLM00212,6,5,3,3,27,4,110,0.00112326,0.00092228,0.00481519,0.00347258,5.095e-05,0.03207056,0.06666667,0.4,2,16,4,1,1,0.333333,2
CLM00213,6,6,3,4,24,2,123,0.00113744,0.00108376,0.0042378,0.00450478,0.00014474,0.0263219,0.06666667,0.33333333,1,14,5,0,1,0.25,3
CLM00214,6,6,3,6,26,6,91,0.00109588,0.00108941,0.00486327,0.00443745,0.00071532,0.03336735,0.06666667,0.2,1,11,3,0,0,0.0,2
CLM00215,6,7,3,5,27,4,111,0.00109161,0.0013003,0.00481519,0.00423755,0.00264921,0.03207056,0.06666667,0.14285714,1,16,3,0,0,0.0,2
CLM00216,6,5,4,4,22,4,111,0.00110116,0.00089891,0.00424323,0.00276647,0.00023806,0.03031276,0.06666667,0.3,1,11,3,0,1,0.5,2
CLM00217,6,10,7,5,22,2,91,0.00111283,0.0018902,0.00397522,0.00265426,0.00525279,0.02019259,0.06666667,0.04444444,1,13,2,0,0,0.0,1
CLM00218,6,6,3,6,21,4,123,0.00111557,0.00122046,0.00386897,0.00222622,0.00132482,0.01812876,0.06666667,0.2,1,11,3,0,1,0.5,2
CLM00219,6,8,4,3,20,4,91,0.00111571,0.00156089,0.00353992,0.00166157,0.0017321,0.01600983,0.06666667,0.14285714,1,12,4,0,0,0.0,2
CLM00220,6,7,8,4,34,2,91,0.00110026,0.00123894,0.00593772,0.00213948,0.00021967,0.03362692,0.13333333,0.28571429,3,25,6,1,1,0.2,3
CLM00221,6,7,5,8,21,3,90,0.00107111,0.00127851,0.00361305,0.0051471,0.00203615,0.02180532,0.06666667,0.0952381,1,13,2,0,0,0.0,1
CLM00222,6,10,4,2,26,5,123,0.0011417,0.0017409,0.00490412,0.00432739,0.00218976,0.01762278,0.06666667,0.13333333,2,9,6,1,0,0.0,3
CLM00223,6,7,3,3,26,3,91,0.00113346,0.00123894,0.00486327,0.00509544,0.00021967,0.03336735,0.06666667,0.28571429,1,11,6,0,1,0.2,4
CLM00224,6,8,4,4,21,5,123,0.00107402,0.00148982,0.00361305,0.00199379,0.00684966,0.02180532,0.06666667,0.14285714,1,13,4,0,0,0.0,3
CLM00225,6,6,5,4,27,4,123,0.00109862,0.00120838,0.00481519,0.00204417,0.00131441,0.03207056,0.06666667,0.2,1,16,3,0,0,0.0,0
CLM00226,6,4,3,6,21,4,110,0.00108236,0.00075989,0.00347891,0.00208145,0.00025968,0.01346489,0.06666667,0.33333333,1,16,2,0,1,1.0,0
CLM00227,6,4,7,4,27,2,90,0.00111831,0.00077156,0.00478573,0.00397989,6.572e-05,0.01906371,0.06666667,0.5,1,14,3,0,2,1.0,1
CLM00228,6,9,4,8,24,3,110,0.00109553,0.0016779,0.00463026,0.00339587,0.00320997,0.03104914,0.06666667,0.08333333,1,9,3,0,0,0.0,2
CLM00229,6,6,4,9,24,3,111,0.00108085,0.00113689,0.0042378,0.00215464,0.00259942,0.0263219,0.06666667,0.06666667,1,14,1,0,0,0.0,0
CLM00230,6,6,5,4,22,2,90,0.00113173,0.00113434,0.0040191,0.00398511,0.00212233,0.01691593,0.06666667,0.13333333,1,12,2,0,0,0.0,1
CLM00231,6,10,4,4,22,3,91,0.00110463,0.00178976,0.00389565,0.00213344,0.00280799,0.02002791,0.06666667,0.13333333,1,14,6,0,0,0.0,5
CLM00232,6,7,2,8,24,3,111,0.00112938,0.00124541,0.00463026,0.00495812,0.00085746,0.03104914,0.06666667,0.23809524,1,9,5,0,1,0.25,4
CLM00233,6,8,3,2,26,6,110,0.00114531,0.00138458,0.00486327,0.00674272,0.00105367,0.03336735,0.06666667,0.17857143,1,11,5,0,0,0.0,4
CLM00234,6,7,3,6,34,3,111,0.00110182,0.00133265,0.00593772,0.00357592,0.00587197,0.03362692,0.06666667,0.14285714,1,25,3,0,0,0.0,2
CLM00235,6,8,2,2,24,3,111,0.0012342,0.0015595,0.00463026,0.00570729,0.00805818,0.03104914,0.06666667,0.14285714,1,9,4,0,0,0.0,2
CLM00236,6,6,4,2,27,3,123,0.0011694,0.00122046,0.0049563,0.00559746,0.00132482,0.04573758,0.06666667,0.2,1,16,3,0,1,0.5,2
CLM00237,6,8,3,3,21,4,123,0.00115161,0.00158832,0.00368452,0.00190909,0.00180141,0.02344063,0.06666667,0.14285714,2,14,4,1,0,0.0,2
CLM00238,6,7,2,6,21,4,91,0.00110934,0.00123894,0.00368452,0.00274917,0.00021967,0.02344063,0.06666667,0.28571429,1,14,6,0,1,0.2,4
CLM00239,6,5,3,3,27,4,110,0.0011096,0.0009108,0.00481519,0.00346619,0.00019569,0.03207056,0.06666667,0.4,1,16,4,0,2,0.666667,3
CLM00240,6,7,7,4,27,3,110,0.00108249,0.00127664,0.00481519,0.00150385,0.00270956,0.03207056,0.06666667,0.0952381,1,16,2,0,0,0.0,1
CLM00241,6,9,5,4,21,3,110,0.00107927,0.00155271,0.00361305,0.00144717,0.00174495,0.02180532,0.06666667,0.13888889,1,13,5,0,3,0.75,3
CLM00242,6,5,4,6,25,3,90,0.00108399,0.0009595,0.00402168,0.00265851,0.00234182,0.02103591,0.06666667,0.3,2,16,3,1,0,0.0,1
CLM00243,6,3,3,2,27,6,91,0.00117371,0.00062399,0.00481519,0.00278963,4.79e-05,0.03207056,0.06666667,0.66666667,1,16,2,0,1,1.0,1
CLM00244,6,10,2,2,24,6,123,0.00114488,0.0017409,0.0042378,0.00585446,0.00218976,0.0263219,0.06666667,0.13333333,1,14,6,0,0,0.0,2
CLM00245,6,6,7,3,15,6,111,0.0010739,0.00116126,0.00258951,0.00176388,0.00085877,0.01284642,0.06666667,0.2,1,11,3,0,0,0.0,2
CLM00246,6,9,4,4,27,4,91,0.00108479,0.00157895,0.0049563,0.00067391,0.00170683,0.04573758,0.13333333,0.11111111,2,16,4,0,0,0.0,1
CLM00247,6,8,8,3,34,5,90,0.00105879,0.00137948,0.00593772,0.00252688,0.00061904,0.03362692,0.06666667,0.17857143,1,25,5,0,0,0.0,3
CLM00248,6,9,4,5,34,3,110,0.00109172,0.00160484,0.00593772,0.00516855,0.00293495,0.03362692,0.06666667,0.11111111,1,25,4,0,1,0.333333,3
CLM00249,6,7,3,6,22,3,111,0.00109573,0.0013003,0.0040191,0.00101093,0.00264921,0.01691593,0.13333333,0.14285714,2,12,3,0,1,0.5,2
CLM00250,6,5,2,4,20,3,111,0.00113161,0.00089891,0.00353992,0.00191815,0.00023806,0.01600983,0.06666667,0.3,1,12,3,0,1,0.5,2
CLM00251,6,5,3,4,34,4,123,0.00111471,0.00101634,0.00593772,0.00233345,0.00303228,0.03362692,0.06666667,0.2,1,25,2,0,1,1.0,0
CLM00252,6,11,3,5,21,3,111,0.00108999,0.00185403,0.00386897,0.00233462,0.00395972,0.01812876,0.13333333,0.09090909,2,11,5,0,1,0.25,2
CLM00253,6,5,3,6,34,5,123,0.0010976,0.00095802,0.00593772,0.00396834,0.00066667,0.03362692,0.06666667,0.2,1,25,2,0,0,0.0,1
CLM00254,6,7,8,8,26,2,110,0.00111604,0.00141313,0.00486327,0.00266535,0.00192196,0.03336735,0.06666667,0.0952381,1,11,2,0,0,0.0,0
CLM00255,6,7,8,5,25,5,110,0.00102635,0.00121731,0.00402168,0.0012869,0.00042981,0.02103591,0.06666667,0.19047619,1,16,4,0,0,0.0,3
CLM00256,6,5,6,4,27,4,90,0.00108557,0.0009595,0.00478573,0.00160685,0.00234182,0.01906371,0.06666667,0.3,1,14,3,0,0,0.0,2
CLM00257,6,9,4,5,25,2,110,0.00111157,0.00160677,0.00441865,0.00328037,0.00132751,0.01796617,0.06666667,0.13888889,1,13,4,0,0,0.0,2
CLM00258,6,5,3,6,26,2,90,0.00113841,0.00094222,0.00486327,0.00122059,0.00034508,0.03336735,0.13333333,0.3,2,11,3,0,0,0.0,2
CLM00259,6,7,4,6,27,4,110,0.00107226,0.00121731,0.00478573,0.00086627,0.00042981,0.01906371,0.13333333,0.19047619,2,14,4,0,0,0.0,3
CLM00260,6,6,7,5,25,4,110,0.00105152,0.00109627,0.00402168,0.00226178,0.00076964,0.02103591,0.06666667,0.2,1,16,3,0,2,1.0,1
CLM00261,6,6,5,3,25,6,111,0.00108582,0.00111081,0.00441865,0.00313839,0.00049859,0.01796617,0.06666667,0.26666667,1,13,4,0,0,0.0,2
CLM00262,6,7,8,4,25,3,110,0.00106644,0.00129222,0.00402168,0.00307524,0.00086144,0.02103591,0.06666667,0.19047619,1,16,4,0,1,0.333333,2
CLM00263,6,9,8,3,22,3,91,0.00112449,0.00175484,0.00424323,0.00196556,0.00844017,0.03031276,0.13333333,0.13888889,1,11,4,0,0,0.0,1
CLM00264,6,10,4,6,17,4,123,0.00107085,0.00170921,0.00308179,0.00132718,0.00096237,0.01695548,0.13333333,0.15555556,2,7,7,0,1,0.166667,6
CLM00265,6,5,3,4,27,4,123,0.00111042,0.00096633,0.00478573,0.00197762,0.00074483,0.01906371,0.06666667,0.2,1,14,2,0,0,0.0,1
CLM00266,6,4,3,8,22,5,90,0.00108842,0.00075684,0.00397522,0.00224361,3.185e-05,0.02019259,0.06666667,0.5,1,13,3,0,0,0.0,2
CLM00267,6,4,3,3,22,5,123,0.0011187,0.00076967,0.00389565,0.00260495,0.00187795,0.02002791,0.06666667,0.16666667,1,14,1,0,0,0.0,0
CLM00268,6,8,7,4,26,3,111,0.00110877,0.00154305,0.00490412,0.00305045,0.00387549,0.01762278,0.06666667,0.14285714,1,9,4,0,0,0.0,3
CLM00269,6,10,8,6,19,7,123,0.0010373,0.00172342,0.00339865,0.00094309,0.00136647,0.01025027,0.13333333,0.15555556,2,10,6,0,1,0.2,4
CLM00270,6,10,8,6,27,3,123,0.0010685,0.0017409,0.00481519,0.00212554,0.00218976,0.03207056,0.06666667,0.13333333,1,16,6,0,0,0.0,2
CLM00271,6,7,7,3,21,4,110,0.00108258,0.00121731,0.00361305,0.00214923,0.00042981,0.02180532,0.06666667,0.19047619,1,13,4,0,0,0.0,3
CLM00272,6,7,4,5,25,4,111,0.00107329,0.00124541,0.00441865,0.00346492,0.00085746,0.01796617,0.06666667,0.23809524,1,13,5,0,1,0.25,3
CLM00273,6,8,4,5,22,2,123,0.00113212,0.00148982,0.00424323,0.00170434,0.00684966,0.03031276,0.13333333,0.14285714,2,11,4,0,0,0.0,3
CLM00274,6,7,2,7,24,3,90,0.00113233,0.00126065,0.00463026,0.00297841,0.00188893,0.03104914,0.06666667,0.14285714,2,9,3,1,0,0.0,1
CLM00275,6,4,5,4,22,4,90,0.00114011,0.00090384,0.00424323,0.00309581,0.00101172,0.03031276,0.06666667,0.33333333,1,11,2,0,0,0.0,1
CLM00276,6,9,6,3,19,3,91,0.0011318,0.00175484,0.00339865,0.0035179,0.00844017,0.01025027,0.06666667,0.13888889,2,10,4,1,0,0.0,2
CLM00277,6,4,3,5,24,3,91,0.00111724,0.00077911,0.0042378,0.00255789,0.00014747,0.0263219,0.06666667,0.5,1,14,3,0,0,0.0,2
CLM00278,6,3,6,3,22,2,90,0.00117219,0.00062785,0.00424323,0.0025021,0.00025998,0.03031276,0.06666667,0.33333333,1,11,1,0,0,0.0,0
CLM00279,6,4,3,5,21,7,111,0.00106504,0.00076497,0.00347891,0.00158355,3.095e-05,0.01346489,0.06666667,0.5,1,16,3,0,1,0.5,2
CLM00280,6,6,7,6,22,3,91,0.00108023,0.00108941,0.00397522,0.00201136,0.00071532,0.02019259,0.06666667,0.2,1,13,3,0,1,0.5,2
CLM00281,6,10,2,5,26,2,123,0.00116175,0.0017409,0.00490412,0.00222477,0.00218976,0.01762278,0.06666667,0.13333333,2,9,6,1,0,0.0,3
CLM00282,6,5,4,3,22,2,90,0.00119921,0.00116811,0.00389565,0.00345619,0.00197593,0.02002791,0.06666667,0.1,1,14,1,0,0,0.0,0
CLM00283,6,9,3,4,20,4,91,0.00111802,0.00175484,0.00344607,0.00191462,0.00844017,0.01678725,0.06666667,0.13888889,1,14,4,0,0,0.0,1
CLM00284,6,6,6,6,21,3,111,0.00109293,0.00116126,0.00386897,0.00133258,0.00085877,0.01812876,0.13333333,0.2,2,11,3,0,1,0.5,2
CLM00285,6,4,2,5,21,2,91,0.00118113,0.00077911,0.00368452,0.00204783,0.00014747,0.02344063,0.06666667,0.5,1,14,3,0,0,0.0,2
CLM00286,6,7,6,4,20,2,91,0.00111557,0.00135525,0.00344607,0.00264856,0.00154352,0.01678725,0.06666667,0.14285714,1,14,3,0,0,0.0,2
CLM00287,6,7,8,3,22,5,91,0.0011068,0.0013006,0.00424323,0.00132951,0.00092681,0.03031276,0.13333333,0.14285714,2,11,3,1,0,0.0,1
CLM00288,6,4,3,3,34,2,111,0.00114924,0.00076538,0.00593772,0.00389465,0.00073807,0.03362692,0.06666667,0.33333333,1,25,2,0,0,0.0,1
CLM00289,6,6,3,4,27,5,110,0.00109723,0.00118804,0.00481519,0.00185224,0.00121921,0.03207056,0.06666667,0.13333333,1,16,2,0,0,0.0,1
CLM00290,6,9,5,6,27,2,110,0.00109302,0.00155271,0.00481519,0.00158199,0.00174495,0.03207056,0.06666667,0.13888889,1,16,5,0,2,0.5,3
CLM00291,6,10,6,6,22,6,91,0.00107615,0.0018902,0.00424323,0.00164585,0.00525279,0.03031276,0.06666667,0.04444444,1,11,2,0,0,0.0,1
CLM00292,6,8,4,3,34,6,110,0.00107016,0.00138458,0.00593772,0.00165463,0.00105367,0.03362692,0.06666667,0.17857143,1,25,5,0,0,0.0,4
CLM00293,6,9,4,4,17,5,91,0.00107916,0.00157895,0.00308179,0.00251267,0.00170683,0.01695548,0.06666667,0.11111111,1,7,4,0,0,0.0,2
CLM00294,6,7,5,6,22,3,111,0.00107154,0.00124141,0.00389565,0.00078521,0.0006108,0.02002791,0.13333333,0.23809524,2,14,4,0,0,0.0,3
CLM00295,6,3,5,8,15,7,90,0.00106167,0.00061196,0.00258951,0.00137264,0.00081733,0.01284642,0.13333333,0.33333333,2,11,1,0,0,0.0,0
CLM00296,6,9,5,2,24,3,91,0.00115453,0.00157895,0.00463026,0.00679104,0.00170683,0.03104914,0.13333333,0.11111111,2,9,4,0,0,0.0,2
CLM00297,6,6,5,3,16,4,123,0.0011329,0.00120838,0.00294923,0.00217994,0.00131441,0.01383975,0.06666667,0.2,1,9,3,0,0,0.0,1
CLM00298,6,10,7,7,20,3,91,0.00107706,0.00178976,0.00353992,0.0016046,0.00280799,0.01600983,0.06666667,0.13333333,2,12,6,1,0,0.0,4
CLM00299,6,5,2,6,22,2,110,0.00116776,0.00092127,0.00424323,0.00523759,0.00025782,0.03031276,0.06666667,0.3,1,11,3,0,1,0.5,1
CLM00300,6,9,4,3,20,3,91,0.00111625,0.00169298,0.00344607,0.00335163,0.00218606,0.01678725,0.06666667,0.11111111,1,14,4,0,0,0.0,2
CLM00301,6,6,8,4,22,3,123,0.00108562,0.00109706,0.0040191,0.00213052,0.00121073,0.01691593,0.06666667,0.13333333,1,12,2,0,0,0.0,1
CLM00302,6,10,4,5,16,2,123,0.00111013,0.00172342,0.00294923,0.0017572,0.00136647,0.01383975,0.13333333,0.15555556,1,9,6,0,1,0.2,4
CLM00303,6,5,8,4,21,3,90,0.00107992,0.00094222,0.00347891,0.00216406,0.00034508,0.01346489,0.06666667,0.3,1,16,3,0,0,0.0,2
CLM00304,6,9,8,3,21,3,90,0.00108629,0.00167767,0.00347891,0.0021168,0.00258639,0.01346489,0.06666667,0.11111111,1,16,4,0,1,0.333333,3
CLM00305,6,6,8,2,22,2,111,0.00114688,0.00111081,0.0040191,0.002043,0.00049859,0.01691593,0.13333333,0.26666667,2,12,4,0,0,0.0,2
CLM00306,6,5,7,3,27,3,110,0.00109186,0.00094147,0.00478573,0.00316654,0.00203686,0.01906371,0.13333333,0.2,2,14,2,0,0,0.0,1
CLM00307,6,8,2,6,26,3,111,0.00113443,0.0015595,0.00490412,0.00282707,0.00805818,0.01762278,0.06666667,0.14285714,1,9,4,0,0,0.0,2
CLM00308,6,8,4,6,19,4,123,0.0010768,0.00140925,0.00339865,0.00091113,0.00393846,0.01025027,0.13333333,0.14285714,2,10,4,0,0,0.0,3
CLM00309,6,5,2,4,25,4,123,0.00112696,0.00095802,0.00441865,0.00219605,0.00066667,0.01796617,0.06666667,0.2,1,13,2,0,0,0.0,1
CLM00310,6,7,2,6,22,2,111,0.00116134,0.00133265,0.00397522,0.00246551,0.00587197,0.02019259,0.06666667,0.14285714,1,13,3,0,0,0.0,2
CLM00311,6,7,3,4,16,5,123,0.0011045,0.0012312,0.00294923,0.00227613,0.00013471,0.01383975,0.06666667,0.28571429,1,9,6,0,3,0.6,4
CLM00312,6,5,8,2,22,4,110,0.00111867,0.00093159,0.00397522,0.00167924,0.00024359,0.02019259,0.13333333,0.3,3,13,3,1,0,0.0,1
CLM00313,6,4,3,6,26,2,90,0.00118434,0.00094974,0.00486327,0.0010373,0.00126395,0.03336735,0.13333333,0.16666667,2,11,1,0,0,0.0,0
CLM00314,6,8,4,4,22,3,90,0.00109436,0.00137948,0.00389565,0.00185282,0.00061904,0.02002791,0.06666667,0.17857143,1,14,5,0,0,0.0,3
CLM00315,6,9,4,4,15,3,123,0.00109486,0.00164446,0.00258951,0.00301656,0.00188059,0.01284642,0.06666667,0.11111111,1,11,4,0,1,0.333333,3
CLM00316,6,9,4,3,25,4,110,0.00107358,0.00158368,0.00402168,0.00155743,0.00328969,0.02103591,0.13333333,0.11111111,1,16,4,0,0,0.0,3
CLM00317,6,7,3,3,21,6,91,0.00111681,0.00135525,0.00368452,0.00207878,0.00154352,0.02344063,0.06666667,0.14285714,1,14,3,0,0,0.0,2
CLM00318,6,9,5,4,20,4,110,0.00107105,0.00160484,0.00344607,0.00301474,0.00293495,0.01678725,0.06666667,0.11111111,1,14,4,0,0,0.0,3
CLM00319,6,7,4,6,34,3,91,0.00108509,0.00123894,0.00593772,0.0009043,0.00021967,0.03362692,0.13333333,0.28571429,3,25,6,1,1,0.2,3
CLM00320,6,9,6,4,21,2,90,0.00113368,0.00167767,0.00386897,0.00485618,0.00258639,0.01812876,0.06666667,0.11111111,1,11,4,0,2,0.666667,3
